vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,framediff,framestd,framestdmean
ID_0CE6X6L43U,310500.0,1409.1318,46.97,0.1957,58.5,8000.0,1750.0,8000.0,8000.0,1.0,2.057,7.04,7.035
ID_0CFZQ7P4WG,338000.0,3691.3137,123.06,0.4102,206.38297872340425,47000.0,1893.6170212765958,47014.184,47014.184,0.9995,4.098,12.49,12.49
ID_0CJ7FLJPGJ,377500.0,2679.0083,89.3,0.3542,130.09375,32000.0,2000.0,32000.0,32000.0,1.0,3.064,8.2,8.2
ID_0CYJWH683A,407500.0,2228.3538,74.25,0.33,36.57142857142857,28000.0,1928.5714285714287,27547.62,27547.62,1.005,2.254,22.66,22.66
ID_0DWYDDFZZQ,429000.0,468.10492,15.6,0.4333,40.333333333333336,15000.0,1000.0,15000.0,15000.0,1.0,0.983,0.1815,0.1815
ID_0EA1UTKX3I,441000.0,12056.904,402.0,0.4587,655.3333333333334,9000.0,1000.0,9000.0,9000.0,1.0,21.56,127.8,127.8
ID_0F81OHO1MZ,517500.0,17802.896,593.5,0.3005,325.31944444444446,144000.0,1333.3333333333333,141061.45,141061.45,1.011,28.22,223.1,223.1
ID_0FV5DPQK20,598000.0,2238.6807,74.6,0.24,115.82352941176471,17000.0,1823.5294117647059,18166.666,18166.666,1.024,2.82,24.02,24.02
ID_0G1VQ521YD,610500.0,19559.861,652.0,0.3918,101.125,8000.0,1000.0,8000.0,8000.0,1.0,35.8,257.5,257.5
ID_0G781ACZJN,619000.0,18364.154,612.0,0.3315,259.44444444444446,9000.0,1222.2222222222222,9000.0,9000.0,1.0,31.34,246.6,246.6
ID_0GR41G4RV0,626000.0,18116.455,604.0,0.3809,118.2,5000.0,1000.0,5000.0,5000.0,1.0,29.4,420.5,420.8
ID_0GUDT4JMN6,630500.0,21327.953,711.0,0.4155,350.0,4000.0,1500.0,4000.0,4000.0,1.0,24.17,93.5,93.5
ID_0H3O332XOP,633500.0,353.63242,11.79,0.3801,32.5,2000.0,1000.0,2000.0,2000.0,1.0,0.7505,0.867,0.867
ID_0HTX5NGARA,636500.0,8448.825,281.8,0.4365,523.25,4000.0,1000.0,4500.0,4500.0,1.031,16.97,16.2,16.2
ID_0HUBBYH264,641000.0,23804.49,793.5,0.442,189.8,5000.0,1000.0,5000.0,5000.0,1.0,44.25,229.6,229.6
ID_0HWDF5VIB1,655000.0,2719.057,90.6,0.4556,112.0,23000.0,1869.5652173913043,23755.693,23755.693,1.01,2.994,17.0,17.0
ID_0IOYXBIS3L,668500.0,327.05106,10.9,0.1913,21.75,4000.0,1500.0,37000.0,37000.0,4.43,0.533,0.437,0.4368
ID_0JE4AA125A,684500.0,3096.561,103.25,0.3247,76.14285714285714,28000.0,2000.0,50059.523,50059.523,1.57,2.67,23.1,23.1
ID_0JK2G0CEW1,700500.0,11878.6,396.0,0.2603,151.75,4000.0,1500.0,4000.0,4000.0,1.0,19.19,233.8,233.8
ID_0JPXRM4REJ,704500.0,283.52597,9.45,0.378,20.75,4000.0,1000.0,4000.0,4000.0,1.0,0.608,1.253,1.253
ID_0K5U3HV1US,711000.0,5403.168,180.1,0.575,148.66666666666666,9000.0,1888.888888888889,9000.0,9000.0,1.0,5.074,40.66,40.66
ID_0KJFRRER6J,718500.0,16313.527,544.0,0.2593,167.0,6000.0,1000.0,6000.0,6000.0,1.0,27.52,282.2,282.0
ID_0KTXK8NG6G,725000.0,10136.729,338.0,0.1632,143.71428571428572,7000.0,1285.7142857142858,7000.0,7000.0,1.0,28.16,189.0,189.0
ID_0LBEGYT7D1,730500.0,554.57074,18.48,0.3772,54.0,4000.0,1000.0,4000.0,4000.0,1.0,1.134,0.2073,0.2073
ID_0M3AOMQIOU,753500.0,4067.0867,135.6,0.4316,162.45238095238096,42000.0,2142.8571428571427,42444.445,42444.445,1.003,3.973,19.69,19.69
ID_0N9GC3UCDY,775000.0,826.08594,27.53,0.54,61.0,1000.0,1000.0,1000.0,1000.0,1.0,1.559,0.6035,0.6035
ID_0OMSRSFGZF,780000.0,3954.1777,131.8,0.4395,53.0,9000.0,2777.777777777778,9000.0,9000.0,1.0,3.303,44.03,44.03
ID_0OZPIWT77V,788500.0,162.91324,5.43,0.2715,10.5,8000.0,1000.0,9613.637,9613.637,1.109,0.334,0.4062,0.4062
ID_0QGRCBC04K,823500.0,20683.477,689.5,0.3562,498.5806451612903,62000.0,1161.2903225806451,61596.773,61596.773,1.005,34.06,209.6,209.6
ID_0S5LWZFHVS,857500.0,10465.552,348.8,0.4758,504.5,6000.0,1000.0,6000.0,6000.0,1.0,19.28,60.28,60.28
ID_0SIB2WPZE6,865500.0,3234.639,107.8,0.3594,190.4,10000.0,2000.0,10000.0,10000.0,1.0,3.18,7.004,7.004
ID_0TXSIQ6RNE,873500.0,17312.602,577.0,0.3225,558.1666666666666,6000.0,1000.0,6555.5557,6555.5557,1.027,32.8,123.94,123.9
ID_0UQMP0IETO,887000.0,16791.053,559.5,0.273,227.38095238095238,21000.0,1095.2380952380952,21000.0,21000.0,1.0,29.83,290.5,290.5
ID_0VF4CDOSD6,899500.0,399.91888,13.33,0.3174,25.25,4000.0,1000.0,4000.0,4000.0,1.0,0.811,0.8506,0.8506
ID_0VONQ3FWGK,918000.0,6282.244,209.4,0.5815,140.63636363636363,33000.0,1969.6969696969697,30970.588,30970.588,1.038,5.56,33.12,33.12
ID_0WAE41D7DD,940000.0,3001.0427,100.06,0.365,47.72727272727273,11000.0,1909.090909090909,11000.0,11000.0,1.0,3.545,39.25,39.25
ID_0WQ3TZ7HHA,950000.0,13879.63,462.8,0.2856,202.0,9000.0,1000.0,9000.0,9000.0,1.0,26.97,284.0,283.8
ID_0ZBML1B6VQ,1000000.0,4322.9917,144.1,0.4004,183.02197802197801,91000.0,1989.010989010989,91000.0,91000.0,1.0,3.98,28.58,28.58
ID_0ZKKHC0B3H,1050500.0,3330.7363,111.0,0.3384,150.0,10000.0,1800.0,10000.0,10000.0,1.0,3.918,20.0,20.0
ID_10BU5IPMKA,1060000.0,19785.674,659.5,0.433,212.44444444444446,9000.0,1222.2222222222222,9000.0,9000.0,1.0,30.3,217.8,217.8
ID_11K1UFONAB,1068000.0,657.4749,21.92,0.3845,43.42857142857143,7000.0,1000.0,11571.429,11571.429,1.259,1.257,3.54,3.537
ID_12GRL8UPTR,1081000.0,3040.582,101.4,0.2815,104.15789473684211,19000.0,2789.4736842105262,19000.0,19000.0,1.0,2.617,11.85,11.84
ID_12NU6A9ICT,1093000.0,19170.129,639.0,0.406,133.4,5000.0,1000.0,5000.0,5000.0,1.0,38.03,337.2,337.2
ID_12VJQFBMVD,1102500.0,4134.8003,137.9,0.419,148.92857142857142,14000.0,1857.142857142857,13333.333,13333.333,1.007,4.49,19.84,19.86
ID_135KXBOPM3,1112000.0,35597.59,1187.0,0.635,799.6,5000.0,1400.0,5000.0,5000.0,1.0,33.16,265.2,265.2
ID_13FZQW4G5I,1120000.0,12740.996,424.8,0.28,165.9090909090909,11000.0,1181.8181818181818,11000.0,11000.0,1.0,20.19,191.8,191.8
ID_14PRMXP5CO,1128000.0,19558.113,652.0,0.3828,38.4,5000.0,1400.0,5000.0,5000.0,1.0,22.23,309.5,309.2
ID_14S1T1D829,1131000.0,195.79784,6.527,0.3108,57.0,1000.0,1000.0,1000.0,1000.0,1.0,0.5396,0.5815,0.5815
ID_151UTB5V10,1147500.0,17962.195,598.5,0.3135,694.09375,32000.0,1187.5,30941.666,30941.666,1.016,33.8,194.0,194.0
ID_15LDX4J625,1171000.0,4684.825,156.1,0.499,102.66666666666667,15000.0,1933.3333333333333,15000.0,15000.0,1.0,4.05,26.38,26.38
ID_16DKIDU8CR,1181000.0,5866.123,195.5,0.4485,334.0,5000.0,1000.0,5000.0,5000.0,1.0,11.71,20.97,20.97
ID_17CQXSFTU7,1186000.0,300.62152,10.02,0.501,19.0,5000.0,1000.0,5000.0,5000.0,1.0,0.5947,0.734,0.734
ID_17IX6K6H7G,1199500.0,2733.8047,91.1,0.335,160.0909090909091,22000.0,2181.818181818182,22000.0,22000.0,1.0,3.03,18.95,18.95
ID_18UKM00GNR,1213000.0,2405.724,80.2,0.4746,197.4,5000.0,1000.0,5000.0,5000.0,1.0,4.93,13.7,13.7
ID_1900E3K4BE,1329500.0,3132.307,104.44,0.3577,153.52631578947367,228000.0,1921.0526315789473,228000.0,228000.0,1.0,3.355,16.88,16.88
ID_1943H85GR6,1473500.0,24800.941,826.5,0.3992,380.7,60000.0,1066.6666666666667,60037.777,60037.777,1.014,37.6,268.0,268.0
ID_196C867RFK,1506000.0,15765.117,525.5,0.6284,545.6,5000.0,1000.0,5000.0,5000.0,1.0,23.48,121.94,121.94
ID_19XX0O8ONS,1513000.0,3189.5244,106.3,0.2954,47.111111111111114,9000.0,1888.888888888889,14975.309,14975.309,1.169,2.367,19.6,19.6
ID_1A8MVIVO04,1523500.0,1967.8743,65.6,0.3584,110.16666666666667,12000.0,2000.0,12000.0,12000.0,1.0,1.921,6.867,6.867
ID_1BWBYDDOD3,1533500.0,2404.0278,80.1,0.3909,56.5,8000.0,1500.0,8000.0,8000.0,1.0,3.97,19.17,19.17
ID_1C6NWCAT9X,1541500.0,754.43225,25.14,0.4412,54.25,8000.0,1000.0,8000.0,8000.0,1.0,1.554,1.65,1.65
ID_1CDYR91SWW,1546000.0,841.5104,28.05,0.4836,108.0,1000.0,1000.0,1000.0,1000.0,1.0,1.771,0.983,0.983
ID_1DA0PQ3TE5,1549000.0,13867.873,462.2,0.282,272.0,5000.0,1000.0,5000.0,5000.0,1.0,27.31,265.5,265.5
ID_1EKXDNFURX,1555000.0,12012.349,400.5,0.241,203.0,7000.0,1000.0,7000.0,7000.0,1.0,23.48,261.8,261.8
ID_1EUC5YKL73,1564000.0,17540.479,584.5,0.3684,124.18181818181819,11000.0,1181.8181818181818,10909.091,10909.091,1.001,27.31,213.6,213.6
ID_1HFJ9E65O1,1572000.0,8641.95,288.0,0.181,102.6,5000.0,1000.0,5000.0,5000.0,1.0,16.05,170.6,170.6
ID_1HP9KHQS4A,1579500.0,2444.1797,81.5,0.2688,128.2,10000.0,2800.0,10000.0,10000.0,1.0,2.473,10.48,10.48
ID_1HY0PP9TNJ,1587000.0,6679.936,222.6,0.1287,333.2,5000.0,1000.0,5000.0,5000.0,1.0,10.016,36.53,36.53
ID_1I8ATZ0DYD,1592500.0,32109.713,1070.0,0.519,543.5,6000.0,1000.0,6000.0,6000.0,1.0,56.97,228.1,228.1
ID_1KOG6XITS9,1601500.0,20767.205,692.0,0.3464,93.33333333333333,12000.0,1000.0,12000.0,12000.0,1.0,32.84,216.8,216.8
ID_1L771RVNG8,1613500.0,18339.98,611.5,0.3433,228.5,12000.0,1000.0,12000.0,12000.0,1.0,32.6,201.6,201.6
ID_1LA7YGCFSN,1622000.0,5710.2344,190.4,0.10425,63.2,5000.0,1000.0,5000.0,5000.0,1.0,11.55,92.6,92.6
ID_1LTEEFSNKE,1647000.0,3146.6465,104.9,0.3616,120.31111111111112,45000.0,1755.5555555555557,45000.0,45000.0,1.0,3.73,25.05,25.05
ID_1MJJBFJPDW,1673000.0,13575.853,452.5,0.2377,144.71428571428572,7000.0,1285.7142857142858,7909.524,7909.524,1.075,23.72,157.0,157.0
ID_1MLAB06IHB,1678500.0,450.08136,15.0,0.2778,28.5,4000.0,1500.0,4000.0,4000.0,1.0,0.9,2.059,2.059
ID_1N4EVK20IW,1685500.0,2222.353,74.06,0.239,83.4,10000.0,1800.0,10000.0,10000.0,1.0,2.844,34.06,34.06
ID_1PEQIAL4MK,1697000.0,1224.605,40.8,0.189,58.76923076923077,13000.0,2538.4615384615386,13000.0,13000.0,1.0,1.576,17.7,17.7
ID_1POK9GG54W,1709500.0,16864.676,562.0,0.337,146.83333333333334,12000.0,1166.6666666666667,12000.0,12000.0,1.0,33.12,301.8,301.8
ID_1PUPC0HD9U,1718000.0,3481.4998,116.06,0.06384,188.0,5000.0,1000.0,5000.0,5000.0,1.0,7.297,20.12,20.12
ID_1QSBGZEMLS,1722000.0,251.91203,8.4,0.1825,30.333333333333332,3000.0,1666.6666666666667,3000.0,3000.0,1.0,0.5703,0.4797,0.4797
ID_1QUYFB1HSL,1730500.0,3486.9993,116.25,0.3284,135.64285714285714,14000.0,1857.142857142857,14000.0,14000.0,1.0,4.9,25.38,25.39
ID_1QV6BT7RXJ,1743500.0,3703.66,123.44,0.3982,128.0,12000.0,2000.0,12000.0,12000.0,1.0,3.482,14.41,14.41
ID_1RBFO1896D,1752500.0,15669.595,522.5,0.3225,286.3333333333333,6000.0,1000.0,6000.0,6000.0,1.0,33.94,446.5,446.2
ID_1S3M6R39SC,1756500.0,285.0,9.5,0.475,19.0,2000.0,1000.0,2000.0,2000.0,1.0,0.571,1.323e-05,1.323e-05
ID_1S3NYC9EIU,1768500.0,3296.7231,109.9,0.3523,402.1818181818182,22000.0,1636.3636363636363,23196.969,23196.969,1.015,3.54,13.6,13.6
ID_1SH0JF5I40,1783000.0,206.37741,6.88,0.299,28.0,7000.0,1000.0,7000.0,7000.0,1.0,0.4932,0.2654,0.2654
ID_1STQDSK0J2,1833000.0,3687.5496,122.94,0.349,119.88172043010752,93000.0,2096.7741935483873,92204.305,92204.305,1.005,4.016,23.95,23.95
ID_1SY5BCD249,1888500.0,15762.438,525.5,0.2854,303.0,18000.0,1000.0,19129.629,19129.629,1.031,27.83,151.9,151.9
ID_1UY1CM44N9,1905000.0,3827.6086,127.56,0.3901,362.06666666666666,15000.0,1533.3333333333333,15000.0,15000.0,1.0,5.79,24.53,24.53
ID_1W9NSJHE8N,1931000.0,4502.127,150.1,0.4888,145.67567567567568,37000.0,2189.189189189189,37000.0,37000.0,1.0,3.79,21.42,21.42
ID_1YPK5SNIYC,1954000.0,2608.9255,86.94,0.4602,83.77777777777777,9000.0,2777.777777777778,9000.0,9000.0,1.0,2.117,24.17,24.19
ID_1YUKH3Y7Q2,1967500.0,3276.6956,109.25,0.3457,166.0,18000.0,3333.3333333333335,18000.0,18000.0,1.0,3.092,16.69,16.69
ID_1ZCM0DQZR3,1980000.0,13675.704,455.8,0.2487,239.28571428571428,7000.0,1000.0,7000.0,7000.0,1.0,24.69,78.25,78.2
ID_1ZPJD3HC8Q,1999000.0,2191.8464,73.06,0.2262,62.32258064516129,31000.0,2161.2903225806454,30032.258,30032.258,1.027,2.406,14.305,14.3
ID_228SB6R86Z,2017500.0,151.39998,5.047,0.2294,25.333333333333332,6000.0,1333.3333333333333,8777.777,8777.777,1.18,0.3303,1.053,1.053
ID_239LJ9SRLV,2024000.0,4931.2,164.4,0.4395,278.7142857142857,7000.0,1000.0,7000.0,7000.0,1.0,10.61,22.62,22.62
ID_24WK8RXJZM,2029000.0,337.43207,11.25,0.511,31.666666666666668,3000.0,1000.0,3000.0,3000.0,1.0,0.68,0.2303,0.2302
ID_266RRD6D7F,2040500.0,3131.5588,104.4,0.29,120.6,20000.0,2000.0,20000.0,20000.0,1.0,3.36,24.58,24.6
ID_26BDB0DPAS,2063000.0,4174.6797,139.1,0.3887,86.36,25000.0,2280.0,25000.0,25000.0,1.0,4.18,45.9,45.9
ID_26X2GXKW7S,2077000.0,478.58804,15.95,0.4312,32.333333333333336,3000.0,1000.0,3000.0,3000.0,1.0,1.051,0.5273,0.5273
ID_26ZY52L7Z4,2081500.0,12314.573,410.5,0.266,98.5,6000.0,1000.0,6000.0,6000.0,1.0,22.1,236.4,236.5
ID_27170ETQDV,2087500.0,20047.93,668.5,0.3247,400.1666666666667,6000.0,1333.3333333333333,6000.0,6000.0,1.0,24.31,187.5,187.5
ID_27JTY7601U,2093000.0,31947.89,1065.0,0.559,149.2,5000.0,1400.0,5000.0,5000.0,1.0,43.75,743.0,743.0
ID_28FOC2C8PI,2100500.0,4430.224,147.6,0.4734,116.7,10000.0,1800.0,10000.0,10000.0,1.0,4.793,33.12,33.12
ID_28N6I3OTIY,2126000.0,511.46036,17.05,0.4607,48.926829268292686,41000.0,1048.780487804878,39707.316,39707.316,1.019,1.011,0.595,0.595
ID_29JFF2BIIS,2150000.0,17792.613,593.0,0.3748,68.42857142857143,7000.0,1285.7142857142858,7000.0,7000.0,1.0,22.17,144.5,144.5
ID_2AG8QGSZED,2167000.0,16385.457,546.0,0.5063,717.4444444444445,27000.0,1000.0,26018.518,26018.518,1.016,31.02,112.1,112.1
ID_2BNXFJUG8S,2183500.0,15089.7705,503.0,0.333,324.3333333333333,6000.0,1333.3333333333333,6000.0,6000.0,1.0,18.64,100.06,100.0
ID_2BSRIKDL6Z,2190500.0,8332.834,277.8,0.1805,73.5,8000.0,1250.0,8000.0,8000.0,1.0,20.28,204.2,204.2
ID_2CN5A5BLRW,2202000.0,128.95546,4.297,0.43,48.46666666666667,15000.0,1133.3333333333333,15000.0,15000.0,1.0,0.265,0.2482,0.2482
ID_2D5L93YJ5A,2214000.0,50932.52,1698.0,0.4717,1260.5555555555557,9000.0,1222.2222222222222,9000.0,9000.0,1.0,88.5,468.0,468.0
ID_2DJJXMLBT4,2223500.0,5413.724,180.5,0.564,261.2,10000.0,1800.0,10000.0,10000.0,1.0,5.29,14.01,14.01
ID_2E5CP1U4VV,2233500.0,2611.0198,87.06,0.2515,27.0,10000.0,2000.0,10600.0,10600.0,1.008,2.287,46.06,46.06
ID_2GTJ7MJGF2,2241000.0,13845.319,461.5,0.2372,99.4,5000.0,1000.0,5000.0,5000.0,1.0,20.22,228.2,228.2
ID_2GUZMJAA20,2246500.0,22052.648,735.0,0.4106,337.0,6000.0,1000.0,6000.0,6000.0,1.0,35.9,342.8,342.8
ID_2HN23FBHZM,2255000.0,4515.035,150.5,0.4778,226.45454545454547,11000.0,2636.3636363636365,11000.0,11000.0,1.0,4.035,10.164,10.164
ID_2IQSE0GR37,2263500.0,22897.182,763.0,0.3699,83.0,6000.0,3000.0,10000.0,10000.0,1.444,17.67,302.0,302.0
ID_2J9YIWNXAE,2274000.0,21074.064,702.5,0.446,232.2,15000.0,1266.6666666666667,14622.223,14622.223,1.014,32.72,193.2,193.2
ID_2KIPTZKNF6,2285000.0,6285.5347,209.5,0.10693,30.428571428571427,7000.0,1285.7142857142858,7000.0,7000.0,1.0,9.914,132.4,132.4
ID_2LKWWB373C,2293000.0,1612.7777,53.75,0.225,51.0,9000.0,1888.888888888889,9000.0,9000.0,1.0,1.784,13.81,13.82
ID_2M39Y7WKHA,2299000.0,305.0,10.164,0.4236,29.0,3000.0,1000.0,3000.0,3000.0,1.0,0.611,1.484e-05,1.484e-05
ID_2MDTMRHGJH,2311500.0,4671.5127,155.8,0.519,99.63636363636364,22000.0,1909.090909090909,22000.0,22000.0,1.0,4.65,43.5,43.53
ID_2MP0LRNY3W,2326500.0,2231.4763,74.4,0.2479,34.0,8000.0,2000.0,8000.0,8000.0,1.0,2.193,23.77,23.77
ID_2MW0PFCJJX,2335000.0,4932.615,164.4,0.532,203.55555555555554,9000.0,1666.6666666666667,15000.0,15000.0,1.389,5.64,30.64,30.64
ID_2N5UVV2KZ7,2349500.0,3049.2422,101.6,0.3389,47.0,20000.0,2000.0,20000.0,20000.0,1.0,3.018,56.7,56.66
ID_2NFDV1UE11,2364500.0,4298.4937,143.2,0.525,75.9,10000.0,1800.0,10000.0,10000.0,1.0,4.69,40.84,40.84
ID_2NMS6XO6I2,2375000.0,1146.8646,38.22,0.1892,61.0,11000.0,1909.090909090909,11000.0,11000.0,1.0,1.509,3.576,3.576
ID_2O21Z1WRE7,2384500.0,17219.688,574.0,0.3054,1044.0,8000.0,1250.0,8000.0,8000.0,1.0,32.72,118.75,118.75
ID_2Q3NT1MF3D,2393000.0,18717.375,624.0,0.3865,347.22222222222223,9000.0,1000.0,9222.223,9222.223,1.004,34.5,196.6,196.6
ID_2QMWRPDCHW,2406500.0,23132.088,771.0,0.4617,309.77777777777777,18000.0,1000.0,18000.0,18000.0,1.0,36.97,292.8,292.8
ID_2QREI2L45H,2422000.0,663.73047,22.12,0.10846,43.07692307692308,13000.0,5615.384615384615,13000.0,13000.0,1.0,0.995,2.527,2.53
ID_2R8P36VR4P,2430500.0,437.61353,14.586,0.3394,24.0,4000.0,1000.0,4000.0,4000.0,1.0,0.848,0.5435,0.5435
ID_2RDHRRVAAD,2439000.0,4158.2275,138.6,0.513,69.46153846153847,13000.0,1923.076923076923,13000.0,13000.0,1.0,3.32,33.66,33.66
ID_2RV658FVP5,2464500.0,14844.503,494.8,0.3052,262.7105263157895,38000.0,1210.5263157894738,43581.58,43581.58,1.087,24.45,220.2,220.2
ID_2RWJBHAG9M,2504000.0,2850.026,95.0,0.4634,195.73170731707316,41000.0,1682.9268292682927,41000.0,41000.0,1.0,3.465,17.25,17.25
ID_2RWU3MC7X4,2534500.0,2496.5273,83.2,0.273,3147.2,20000.0,2700.0,20000.0,20000.0,1.0,2.914,20.83,20.83
ID_2RWVWMOV4Z,2563500.0,3319.7412,110.7,0.3364,94.0,38000.0,2000.0,40324.562,40324.562,1.021,2.951,28.27,28.27
ID_2T3M7QMTLF,2585500.0,3747.6948,124.94,0.06433,57.5,6000.0,1000.0,6000.0,6000.0,1.0,8.54,11.19,11.19
ID_2TASYJEDLB,2592500.0,23955.21,798.5,0.3855,593.0,8000.0,1000.0,8687.5,8687.5,1.03,47.03,309.2,309.0
ID_2TU7G7HB6C,2599500.0,12192.476,406.5,0.2338,54.666666666666664,6000.0,1333.3333333333333,7166.6665,7166.6665,1.087,16.89,145.6,145.6
ID_2U3ABSEMT7,2606000.0,14583.566,486.0,0.26,325.7142857142857,7000.0,1000.0,7000.0,7000.0,1.0,40.78,440.8,440.8
ID_2U7XHQYQD2,2615000.0,3442.9558,114.75,0.536,138.45454545454547,11000.0,1909.090909090909,11000.0,11000.0,1.0,3.385,25.75,25.75
ID_2UN2H01FD3,2632500.0,20504.379,683.5,0.4258,304.5833333333333,24000.0,1250.0,26458.334,26458.334,1.046,30.4,184.5,184.5
ID_2W69V3368L,2647000.0,26307.47,877.0,0.525,221.8,5000.0,1000.0,9133.333,9133.333,1.533,46.56,532.0,532.0
ID_2XE0ACIP8T,2810000.0,2398.4924,79.94,0.297,110.51713395638629,321000.0,2071.6510903426793,314941.84,314941.84,1.018,2.465,17.75,17.75
ID_2YYMM4Q8V2,2973500.0,23636.854,788.0,0.4702,149.16666666666666,6000.0,1000.0,6000.0,6000.0,1.0,36.16,292.0,292.0
ID_2ZE7TUJDN8,2985500.0,24099.121,803.5,0.43,161.77777777777777,18000.0,1000.0,18000.0,18000.0,1.0,33.0,325.2,325.2
ID_2ZVJ35U78Z,3010500.0,1582.7902,52.75,0.1691,85.0625,32000.0,1937.5,37875.0,37875.0,1.128,1.941,13.28,13.27
ID_301ZYG0TLP,3031500.0,31746.062,1058.0,0.5444,312.7,10000.0,1000.0,10000.0,10000.0,1.0,49.28,417.8,417.8
ID_30IF1J42R4,3039500.0,8523.023,284.0,0.139,28.666666666666668,6000.0,1000.0,6250.0,6250.0,1.007,12.71,164.6,164.5
ID_312NAC5AR9,3058000.0,2119.744,70.7,0.2471,70.12903225806451,31000.0,2483.8709677419356,29806.451,29806.451,1.01,2.236,14.79,14.79
ID_31E6KIZZGY,3079000.0,2982.617,99.44,0.3228,171.63636363636363,11000.0,1909.090909090909,11000.0,11000.0,1.0,2.977,31.56,31.56
ID_32UBUBLNCN,3090000.0,11183.134,372.8,0.2252,286.6363636363636,11000.0,1181.8181818181818,11060.606,11060.606,1.001,20.17,139.4,139.5
ID_32ZC3HMKI9,3098000.0,6937.251,231.2,0.521,365.4,5000.0,1000.0,5000.0,5000.0,1.0,11.81,30.39,30.39
ID_33KOBHZU70,3106000.0,3184.781,106.2,0.347,68.63636363636364,11000.0,1909.090909090909,11000.0,11000.0,1.0,2.473,26.83,26.83
ID_34E93HDUME,3115000.0,17216.244,574.0,0.2976,21.714285714285715,7000.0,1000.0,7000.0,7000.0,1.0,29.89,304.0,304.0
ID_34ITR040OL,3121500.0,21559.898,718.5,0.3735,133.0,6000.0,1000.0,6000.0,6000.0,1.0,33.34,281.2,281.2
ID_38AHCRSIVO,3137000.0,280.81653,9.36,0.4255,34.44,25000.0,1000.0,25000.0,25000.0,1.0,0.61,0.612,0.612
ID_38ZXLCXRCI,3154500.0,6041.667,201.4,0.5596,779.5,10000.0,1800.0,10000.0,10000.0,1.0,4.94,35.9,35.9
ID_3966LMMZ6L,3168000.0,8532.322,284.5,0.1776,41.294117647058826,17000.0,1117.6470588235295,16686.275,16686.275,1.008,13.31,152.5,152.5
ID_39C4L4RK6W,3180500.0,20490.678,683.0,0.3838,43.25,8000.0,1000.0,8000.0,8000.0,1.0,32.78,322.8,322.8
ID_3AA0H54FTP,3185500.0,74.985,2.5,0.1786,5.0,2000.0,2000.0,2000.0,2000.0,1.0,0.135,0.1211,0.1211
ID_3AQ5G2YF0E,3192500.0,2118.4404,70.6,0.321,68.08333333333333,12000.0,1833.3333333333333,12000.0,12000.0,1.0,2.37,19.9,19.9
ID_3CIV4RYFY5,3209000.0,472.76672,15.76,0.3352,31.666666666666668,21000.0,1380.952380952381,21000.0,21000.0,1.0,0.861,1.552,1.552
ID_3CVI5OD51Z,3222000.0,2118.006,70.6,0.399,141.2,5000.0,1000.0,5000.0,5000.0,1.0,4.246,0.19,0.19
