vid_id,index,frame,vidTime,timelineRatio,session_duration,vid_count,session_count,session_mean,vid_mean,count_ratio,vsi_max,duration_frac,max_vsi,v_frac,v_vol
ID_0D56E7Y0ZN,273000.0,12959.696,432.0,0.2415,86.53333333333333,15000.0,1133.3333333333333,15000.0,15000.0,1.0,850.0,15.192047963830513,0.06666666666666667,1.0,15000.0
ID_0DUE7CB6TY,291500.0,2690.063,89.7,0.2893,115.81818181818181,22000.0,2000.0,32681.818,32681.818,1.137,130.6,2.030545331867586,0.13636363636363635,0.773,17000.0
ID_0DZFR93LG1,306500.0,6823.603,227.5,0.4375,372.375,8000.0,1000.0,7875.0,7875.0,1.002,410.2,1.2959025021018367,0.0,0.9375,7500.0
ID_0EOQKBQA1C,321000.0,3328.5981,110.94,0.365,110.66666666666667,21000.0,1857.142857142857,20333.334,20333.334,1.01,159.4,3.3319535004920255,0.19047619047619047,0.905,19000.0
ID_0FAHRHVRX5,334000.0,21184.68,706.0,0.3997,182.4,5000.0,1000.0,5000.0,5000.0,1.0,1111.0,29.900232877583015,0.0,1.0,5000.0
ID_0FVBUF32FU,343500.0,14586.452,486.2,0.2341,170.78571428571428,14000.0,1714.2857142857142,13226.19,13226.19,1.007,793.0,28.598848974655382,0.0,0.8213,11500.0
ID_0H3BIV4OH8,353000.0,26562.717,885.5,0.4592,65.4,5000.0,1000.0,5233.3335,5233.3335,1.003,1163.0,27.458980140572663,0.2,0.8,4000.0
ID_0HHSQJK6F3,386500.0,3790.6965,126.4,0.4023,175.75806451612902,62000.0,1870.967741935484,61169.355,61169.355,1.01,204.8,2.1199613955624117,0.1774193548387097,0.9785,60666.668
ID_0HO36ZA17Y,421500.0,3096.1458,103.2,0.4546,103.625,8000.0,1750.0,8000.0,8000.0,1.0,159.5,10.397424832481349,0.125,1.0,8000.0
ID_0JJ188VXBP,428000.0,19154.514,638.5,0.344,1203.2,5000.0,1000.0,9100.0,9100.0,1.527,1414.0,96.67358357849326,0.0,0.9,4500.0
ID_0JMDT7LJWA,434000.0,61241.902,2041.0,0.547,995.7142857142857,7000.0,1000.0,7000.0,7000.0,1.0,3670.0,4.890576219330173,0.0,1.0,7000.0
ID_0K3WG8B2UX,440500.0,11274.875,375.8,0.4587,2372.3333333333335,6000.0,1000.0,6000.0,6000.0,1.0,766.5,1.3980791466731795,0.0,1.0,6000.0
ID_0KAJQ8VACT,447000.0,23517.822,784.0,0.4714,366.2857142857143,7000.0,1000.0,7000.0,7000.0,1.0,1181.0,23.13067724969122,0.0,1.0,7000.0
ID_0KK6SPJKFB,455000.0,6038.6045,201.2,0.559,240.44444444444446,9000.0,1666.6666666666667,9000.0,9000.0,1.0,305.8,1.360377004015447,0.0,1.0,9000.0
ID_0KXEW9ZECG,470500.0,3356.326,111.9,0.3755,203.5,22000.0,1818.1818181818182,21931.818,21931.818,1.0,183.1,1.4591293257411917,0.13636363636363635,0.977,21500.0
ID_0L2VQWQP54,490500.0,915.5018,30.52,0.5005,133.61111111111111,18000.0,1000.0,16833.334,16833.334,1.035,58.62,0.7172954707727014,0.3333333333333333,0.907,16333.333
ID_0MTEQPY6Y5,504000.0,2940.282,98.0,0.3267,109.33333333333333,9000.0,1888.888888888889,9000.0,9000.0,1.0,157.9,1.4979516509326478,0.1111111111111111,1.0,9000.0
ID_0N916RL7V5,511000.0,29128.336,971.0,0.542,68.8,5000.0,1400.0,5000.0,5000.0,1.0,1374.0,183.7656510970494,0.0,1.0,5000.0
ID_0NJFHBY2RQ,518500.0,19019.492,634.0,0.33,751.6,10000.0,1000.0,10000.0,10000.0,1.0,1127.0,5.706019517834152,0.1,1.0,10000.0
ID_0SA979QVWO,527000.0,5566.881,185.6,0.4758,364.0,7000.0,1000.0,7000.0,7000.0,1.0,345.2,1.1000500491181506,0.14285714285714285,1.0,7000.0
ID_0TQQO6MVM9,537500.0,23849.883,795.0,0.4304,169.92857142857142,14000.0,1000.0,15428.571,15428.571,1.038,1269.0,18.85659209259715,0.07142857142857142,0.9287,13000.0
ID_0U0292O3KS,568000.0,2058.562,68.6,0.2756,75.53191489361703,47000.0,1851.063829787234,47000.0,47000.0,1.0,111.3,2.532693178377444,0.06382978723404255,1.0,47000.0
ID_0U3G0XJCK7,599000.0,27270.547,909.0,0.4421,229.86666666666667,15000.0,1000.0,15000.0,15000.0,1.0,1438.0,9.774531116143276,0.06666666666666667,1.0,15000.0
ID_0VDQPBN204,609000.0,18470.021,615.5,0.5015,794.8,5000.0,1000.0,5000.0,5000.0,1.0,1186.0,1.5507185910339891,0.0,1.0,5000.0
ID_0W61FYWQT4,618500.0,14085.423,469.5,0.2485,42.785714285714285,14000.0,1428.5714285714287,14000.0,14000.0,1.0,771.5,49.584623136684904,0.07142857142857142,1.0,14000.0
ID_0XBYVU4400,633500.0,3051.8901,101.75,0.2993,200.1875,16000.0,1750.0,16000.0,16000.0,1.0,182.0,1.2845261508011374,0.0625,1.0,16000.0
ID_0Y6PXRUUYF,644000.0,12182.832,406.0,0.2568,173.0,5000.0,1000.0,5000.0,5000.0,1.0,830.0,7.077814291001672,0.4,1.0,5000.0
ID_0Z1KMEQ4IU,651500.0,2290.345,76.4,0.3455,86.7,10000.0,1800.0,10000.0,10000.0,1.0,137.9,4.243329339159833,0.0,1.0,10000.0
ID_12W1EIVWWZ,660000.0,19233.76,641.0,0.3086,146.0,7000.0,1000.0,7190.476,7190.476,1.004,1387.0,25.76438397486342,0.14285714285714285,0.905,6333.3335
ID_13IDRRYXX2,672000.0,2364.4368,78.8,0.292,69.76470588235294,17000.0,1941.1764705882354,17000.0,17000.0,1.0,133.2,2.2228350422463445,0.058823529411764705,1.0,17000.0
ID_13YE347BQH,685500.0,13281.221,442.8,0.2761,89.6,10000.0,1600.0,10000.0,10000.0,1.0,905.5,21.016268124229896,0.1,1.0,10000.0
ID_146OD8M7CN,693500.0,11777.527,392.5,0.3042,774.0,6000.0,1000.0,6000.0,6000.0,1.0,1238.0,2.486164486146474,0.0,1.0,6000.0
ID_147O1COEIT,702500.0,2604.4377,86.8,0.432,185.83333333333334,12000.0,2000.0,12000.0,12000.0,1.0,121.4,1.7370777074975683,0.08333333333333333,1.0,12000.0
ID_14DNU2W65F,714500.0,21079.125,702.5,0.39,102.75,12000.0,1166.6666666666667,12166.667,12166.667,1.002,969.5,24.110878168172533,0.08333333333333333,0.9585,11500.0
ID_14N4Q2HAA0,722000.0,564.1726,18.81,0.3762,28.666666666666668,3000.0,1000.0,3000.0,3000.0,1.0,39.66,1.611111111111111,0.6666666666666666,1.0,3000.0
ID_17S14KUXP4,732500.0,5506.668,183.5,0.51,203.94444444444446,18000.0,1888.888888888889,18000.0,18000.0,1.0,256.2,1.5861746179719924,0.0,1.0,18000.0
ID_17WGJ3G2YI,753000.0,21843.352,728.0,0.391,620.5652173913044,23000.0,1260.8695652173913,22811.594,22811.594,1.0,1302.0,16.37332457509633,0.043478260869565216,0.913,21000.0
ID_18842WBIQ9,767000.0,209.34003,6.977,0.2908,16.2,5000.0,1000.0,5000.0,5000.0,1.0,18.0,1.308798257406656,0.2,1.0,5000.0
ID_198ZVNQIVA,781000.0,3054.048,101.8,0.3486,84.91304347826087,23000.0,1956.5217391304348,22608.695,22608.695,1.004,144.4,7.338739142342226,0.2608695652173913,0.9565,22000.0
ID_1A12GLTFAJ,814500.0,23044.744,768.0,0.4392,233.25,44000.0,1045.4545454545455,42806.816,42806.816,1.017,1319.0,16.32431821746757,0.06818181818181818,0.966,42500.0
ID_1AWMQ74SXM,839000.0,455.02652,15.164,0.2615,43.0,5000.0,1000.0,5000.0,5000.0,1.0,32.0,0.774656194096601,0.6,1.0,5000.0
ID_1CBK25HI4C,862500.0,17411.21,580.5,0.3308,351.92857142857144,42000.0,1285.7142857142858,42000.0,42000.0,1.0,1113.0,,0.04757142857142857,1.0,42000.0
ID_1DN5XI044N,886000.0,39200.496,1307.0,0.546,847.2,5000.0,1000.0,5500.0,5500.0,1.013,2282.0,2.8801636847916328,0.0,0.8,4000.0
ID_1DU4GYXSHC,903500.0,24519.354,817.5,0.4243,268.43333333333334,30000.0,1000.0,39133.332,39133.332,1.118,1430.0,16.974256720139167,0.1,0.844,25333.334
ID_1FMO7A6SH5,924500.0,14629.185,487.8,0.286,204.5,12000.0,1000.0,13562.5,13562.5,1.072,754.5,22.913551305097318,0.16666666666666666,0.9585,11500.0
ID_1GGQXUIXOE,937500.0,1439.0515,47.97,0.4402,170.42857142857142,14000.0,1000.0,14000.0,14000.0,1.0,97.2,0.9116591498633659,0.2857142857142857,1.0,14000.0
ID_1GJWVYC29R,947000.0,5558.5664,185.2,0.1197,199.2,5000.0,1000.0,5000.0,5000.0,1.0,459.2,4.140122372715436,0.0,1.0,5000.0
ID_1H6H7X9J3Q,950000.0,99.9,3.33,0.8325,15.0,1000.0,1000.0,1000.0,1000.0,1.0,5.0,0.3333333333333333,0.0,1.0,1000.0
ID_1HDNBVFLVJ,954500.0,17293.348,576.5,0.3416,117.625,8000.0,1000.0,8000.0,8000.0,1.0,1046.0,17.095371882227855,0.25,1.0,8000.0
ID_1IAUWWF9JU,963500.0,4525.174,150.9,0.4714,181.7,10000.0,1800.0,10000.0,10000.0,1.0,221.8,3.0956326964774155,0.1,1.0,10000.0
ID_1JFNLIV4VA,975500.0,3405.2256,113.5,0.344,90.85714285714286,14000.0,2000.0,14000.0,14000.0,1.0,161.9,3.3704616232007933,0.07142857142857142,1.0,14000.0
ID_1JX3OZVUK8,993500.0,4075.8713,135.9,0.3774,86.9090909090909,22000.0,2000.0,22863.637,22863.637,1.033,185.0,2.289796773379479,0.18181818181818182,0.831,18285.715
ID_1KCCE7RWMY,1014500.0,3089.0261,102.94,0.315,649.0,20000.0,2300.0,20000.0,20000.0,1.0,156.2,2.097546138913328,0.1,1.0,20000.0
ID_1L0WVMKA8F,1027000.0,13323.457,444.0,0.2467,337.4,5000.0,1400.0,5000.0,5000.0,1.0,984.5,6.241362791529721,0.0,1.0,5000.0
ID_1L1KTN9W77,1036500.0,3736.5994,124.56,0.4043,136.71428571428572,14000.0,2000.0,14000.0,14000.0,1.0,176.4,2.035711624231884,0.2857142857142857,1.0,14000.0
ID_1L9BZ61Z2Z,1046000.0,15162.601,505.5,0.279,93.0,5000.0,1400.0,5000.0,5000.0,1.0,755.0,24.407311118038237,0.4,1.0,5000.0
ID_1LE8XTMGXW,1090500.0,2728.0417,90.94,0.3032,101.83333333333333,84000.0,2071.4285714285716,84000.0,84000.0,1.0,136.8,3.3242821119584134,0.10714285714285714,1.0,84000.0
ID_1LII0CK5A4,1135500.0,10212.467,340.5,0.514,365.1666666666667,6000.0,1000.0,6000.0,6000.0,1.0,637.0,2.083125426255129,0.16666666666666666,1.0,6000.0
ID_1OBS219XGH,1149000.0,3186.2146,106.2,0.4658,139.8095238095238,21000.0,1761.904761904762,21000.0,21000.0,1.0,161.5,3.945763714017616,0.0,1.0,21000.0
ID_1PMM0JDNVW,1169500.0,1420.4194,47.34,0.1685,68.4,20000.0,1900.0,20000.0,20000.0,1.0,82.94,2.3269831091037623,0.1,1.0,20000.0
ID_1PYSADBEI3,1184000.0,3474.0715,115.8,0.3467,214.44444444444446,9000.0,4333.333333333333,9000.0,9000.0,1.0,185.6,1.44937013519005,0.0,1.0,9000.0
ID_1Q57TXEPJ0,1194500.0,2350.795,78.4,0.236,54.666666666666664,12000.0,2000.0,11666.667,11666.667,1.002,122.6,2.3839142896665853,0.25,0.8335,10000.0
ID_1QM7J2Y8J4,1207500.0,22073.342,736.0,0.3562,388.35714285714283,14000.0,1000.0,14000.0,14000.0,1.0,1326.0,11.7217673769229,0.14285714285714285,1.0,14000.0
ID_1SOFPVI3CN,1238500.0,21609.86,720.5,0.3855,164.45833333333334,48000.0,1041.6666666666667,48000.0,48000.0,1.0,1246.0,15.225480016325978,0.0,1.0,48000.0
ID_1STPMS7IO9,1280000.0,2472.6604,82.44,0.402,93.14285714285714,35000.0,2085.714285714286,36371.43,36371.43,1.015,118.06,2.0679374765886966,0.14285714285714285,0.962,33666.668
ID_1T397CQCXS,1303000.0,752.5784,25.08,0.0865,36.63636363636363,11000.0,3000.0,11000.0,11000.0,1.0,35.3,,0.3593636363636364,1.0,11000.0
ID_1UQNNOUZJF,1312000.0,2735.369,91.2,0.3232,110.57142857142857,7000.0,1571.4285714285713,7000.0,7000.0,1.0,152.0,2.136466150578561,0.2857142857142857,1.0,7000.0
ID_1VN7BMQHXH,1335500.0,2058.527,68.6,0.377,86.525,40000.0,2450.0,40100.0,40100.0,1.001,99.2,1.9669002152357475,0.125,0.975,39000.0
ID_1WBLNQHKXW,1356000.0,180.0,6.0,0.4,12.0,1000.0,1000.0,1000.0,1000.0,1.0,12.0,1.0,1.0,1.0,1000.0
ID_1WVMXX0RP9,1360000.0,23851.748,795.0,0.455,1596.0,7000.0,1000.0,7000.0,7000.0,1.0,1235.0,34.99611058546209,0.0,1.0,7000.0
ID_1XA2PQUN6Q,1368500.0,2086.216,69.56,0.305,94.8,10000.0,1800.0,10000.0,10000.0,1.0,115.0,1.631105415914962,0.1,1.0,10000.0
ID_1XNN0UNZ57,1378000.0,2333.7488,77.8,0.3003,227.55555555555554,9000.0,1888.888888888889,9000.0,9000.0,1.0,132.5,6.465383177453347,0.1111111111111111,1.0,9000.0
ID_1Z51UCBM7E,1387500.0,1867.1385,62.25,0.295,79.5,10000.0,1800.0,10000.0,10000.0,1.0,98.8,1.3526802921402317,0.2,1.0,10000.0
ID_1ZSQBBH9VJ,1399500.0,15027.431,501.0,0.2559,142.28571428571428,14000.0,1142.857142857143,14000.0,14000.0,1.0,979.0,27.363171694651225,0.07142857142857142,1.0,14000.0
ID_23IJ1Z84DS,1413000.0,16860.465,562.0,0.2812,96.15384615384616,13000.0,1153.8461538461538,13000.0,13000.0,1.0,1251.0,22.68430140126368,0.07692307692307693,1.0,13000.0
ID_24RQXSAFKD,1424000.0,3215.5286,107.2,0.3435,172.11111111111111,9000.0,1666.6666666666667,9000.0,9000.0,1.0,162.9,0.8565718309880258,0.1111111111111111,1.0,9000.0
ID_255FJVYVPH,1439500.0,5311.2793,177.0,0.5317,113.68181818181819,22000.0,2181.818181818182,22000.0,22000.0,1.0,246.5,6.884184287234066,0.0,1.0,22000.0
ID_25HLYYYBZI,1452000.0,225.0,7.5,0.5356,15.0,3000.0,1000.0,3000.0,3000.0,1.0,15.0,1.0,1.0,1.0,3000.0
ID_26A0DYL5FD,1458500.0,19657.584,655.5,0.3672,147.1,10000.0,1200.0,10000.0,10000.0,1.0,1143.0,16.733756697479592,0.1,1.0,10000.0
ID_26FZ6A4PN1,1472500.0,10543.558,351.5,0.2185,183.83333333333334,18000.0,1111.111111111111,18000.0,18000.0,1.0,625.0,8.037139321354607,0.1111111111111111,1.0,18000.0
ID_26WK7T6KWH,1485000.0,18520.727,617.5,0.4253,940.7142857142857,7000.0,1000.0,7000.0,7000.0,1.0,1347.0,1.950541989969879,0.0,1.0,7000.0
ID_28MO6OE0GH,1490000.0,644.996,21.5,0.4387,32.0,3000.0,1000.0,3000.0,3000.0,1.0,39.62,1.2818640500326546,0.0,1.0,3000.0
ID_2D0QQY2TQG,1496500.0,2752.2068,91.75,0.3186,134.5,10000.0,3600.0,10000.0,10000.0,1.0,121.1,1.178066809414506,0.0,1.0,10000.0
ID_2DQ7IZBEN5,1510500.0,2585.5557,86.2,0.2932,60.0,18000.0,1888.888888888889,18000.0,18000.0,1.0,138.8,2.4777483872192017,0.1111111111111111,1.0,18000.0
ID_2FM0G9H0WP,1528000.0,22485.23,749.5,0.3687,252.2941176470588,17000.0,1000.0,17647.059,17647.059,1.014,1315.0,44.78680603641661,0.058823529411764705,0.961,16333.333
ID_2G1AW6VLQD,1539500.0,15185.397,506.2,0.3015,81.16666666666667,6000.0,1333.3333333333333,6000.0,6000.0,1.0,785.0,25.825368101020274,0.0,1.0,6000.0
ID_2G5TKCU5HG,1544500.0,11771.192,392.2,0.554,399.75,4000.0,1000.0,4000.0,4000.0,1.0,631.0,1.8823083114497927,0.0,1.0,4000.0
ID_2H13SJZGMU,1555000.0,12838.738,428.0,0.2783,211.52941176470588,17000.0,1000.0,18980.393,18980.393,1.055,892.0,29.443971926539373,0.11764705882352941,0.8433,14333.333
ID_2H1GZC2ZQP,1566500.0,15097.183,503.2,0.2583,135.16666666666666,6000.0,1000.0,6000.0,6000.0,1.0,1024.0,30.251549291775664,0.16666666666666666,1.0,6000.0
ID_2HW6IJLEKC,1577000.0,4555.051,151.9,0.4673,275.93333333333334,15000.0,1666.6666666666667,14666.667,14666.667,1.002,235.0,1.566625780861135,0.0,0.9,13500.0
ID_2JATDX8ZSS,1588500.0,20746.586,691.5,0.4353,370.375,8000.0,1000.0,9312.5,9312.5,1.081,1240.0,12.177438458549876,0.125,0.9375,7500.0
ID_2KZO3O3MV0,1595500.0,27271.56,909.0,0.475,107.33333333333333,6000.0,1333.3333333333333,6000.0,6000.0,1.0,1581.0,62.233738268877474,0.0,1.0,6000.0
ID_2L28J7L5HI,1603500.0,5764.951,192.1,0.546,141.6,10000.0,1800.0,9900.0,9900.0,1.001,289.2,3.6012014682882256,0.0,0.9,9000.0
ID_2M56MIVM79,1614000.0,12957.491,432.0,0.2673,307.09090909090907,11000.0,1000.0,11000.0,11000.0,1.0,817.5,16.777848294795877,0.18181818181818182,1.0,11000.0
ID_2MKZVV9G6N,1622500.0,10131.917,337.8,0.1953,182.83333333333334,6000.0,1000.0,6000.0,6000.0,1.0,865.5,11.613573160760206,0.0,1.0,6000.0
ID_2MTKBE3NU3,1628000.0,13188.772,439.5,0.2808,132.6,5000.0,1000.0,5000.0,5000.0,1.0,924.5,42.167685615516945,0.0,1.0,5000.0
ID_2OMM76U6AX,1633000.0,925.8717,30.86,0.294,182.8,5000.0,1000.0,5000.0,5000.0,1.0,78.4,0.6180304418024142,0.4,1.0,5000.0
ID_2P5AOXPVPW,1638000.0,19473.084,649.0,0.4185,207.0,5000.0,1000.0,5000.0,5000.0,1.0,1190.0,28.99218566711492,0.0,1.0,5000.0
ID_2PQFCA7UAG,1645500.0,16238.3,541.5,0.3308,244.9,10000.0,1200.0,10000.0,10000.0,1.0,969.5,4.760559738559668,0.1,1.0,10000.0
ID_2PZQLQP9RZ,1655000.0,3796.7249,126.56,0.407,482.6666666666667,9000.0,1888.888888888889,8777.777,8777.777,1.002,189.5,0.8705010305925254,0.0,0.8887,8000.0
ID_2Q554GQ65P,1663500.0,7089.27,236.2,0.4934,305.5,8000.0,1000.0,8000.0,8000.0,1.0,467.0,1.8547644787917805,0.0,1.0,8000.0
ID_2QD2S6J9KS,1675500.0,17173.592,572.5,0.2986,336.375,16000.0,1000.0,23130.209,23130.209,1.317,1034.0,16.46827606649053,0.0625,0.771,12333.333
ID_2QLP4SEF14,1711500.0,8927.375,297.5,0.197,62.94642857142857,56000.0,2285.714285714286,52495.24,52495.24,1.018,485.8,13.864695767156967,0.04248214285714286,0.8423,47166.668
ID_2SD12C14RN,1752500.0,19528.154,651.0,0.364,280.6923076923077,26000.0,1000.0,27173.076,27173.076,1.046,1238.0,16.51274418893398,0.11538461538461539,0.9614,25000.0
ID_2SK0P4BV5H,1768500.0,14199.555,473.2,0.3076,1789.6666666666667,6000.0,1333.3333333333333,6000.0,6000.0,1.0,946.0,6.576224523910644,0.0,0.9165,5500.0
ID_2T4ZZCVXR3,1773500.0,22000.889,733.5,0.4133,86.75,4000.0,1500.0,4000.0,4000.0,1.0,1025.0,50.68084978748444,0.0,0.625,2500.0
ID_2T5G9XP5RL,1783500.0,4917.2695,163.9,0.5303,227.0,16000.0,2000.0,18062.5,18062.5,1.058,236.0,1.4617305550816986,0.25,0.9375,15000.0
ID_2TRJOYXLNY,1795000.0,9206.655,307.0,0.1571,30.0,7000.0,1285.7142857142858,7000.0,7000.0,1.0,613.5,13.877199544315335,0.42857142857142855,1.0,7000.0
ID_2UF8KTXISM,1839000.0,16882.008,562.5,0.3342,258.77777777777777,81000.0,1320.9876543209878,79794.24,79794.24,1.027,1049.0,11.045316782144468,0.06172839506172839,0.928,75166.664
ID_2UVB8IG6WP,1881500.0,8302.699,276.8,0.1434,60.75,4000.0,1000.0,4000.0,4000.0,1.0,367.5,20.158410317509333,0.0,1.0,4000.0
ID_2UZTO8HTB1,1887500.0,3598.2573,119.94,0.0584,42.75,8000.0,1250.0,7833.3335,7833.3335,1.004,273.8,15.132069540100524,0.350625,0.9165,7333.3335
ID_2V4SGT1U9L,1896000.0,17702.418,590.0,0.3262,317.3333333333333,9000.0,1000.0,9000.0,9000.0,1.0,904.5,8.80394444445354,0.2222222222222222,1.0,9000.0
ID_2W4Z4X60MP,1905500.0,23003.09,767.0,0.4204,242.6,10000.0,1400.0,10000.0,10000.0,1.0,1189.0,20.159653747062166,0.0,1.0,10000.0
ID_2WPZ8P50K0,1916500.0,7076.7803,235.9,0.5337,448.9166666666667,12000.0,1166.6666666666667,12000.0,12000.0,1.0,413.8,1.0291495633648629,0.0,1.0,12000.0
ID_2WUYFOUQM0,1933500.0,8926.412,297.5,0.1841,199.27272727272728,22000.0,1090.909090909091,22000.0,22000.0,1.0,639.0,7.493687697452319,0.13636363636363635,1.0,22000.0
ID_2X0C68RLUH,1948500.0,21336.11,711.0,0.382,168.875,8000.0,1000.0,8000.0,8000.0,1.0,1450.0,16.81504070621472,0.0,1.0,8000.0
ID_2XE30PCKE3,1957000.0,16538.713,551.5,0.31,318.44444444444446,9000.0,1000.0,9000.0,9000.0,1.0,1135.0,11.138622952175737,0.3333333333333333,1.0,9000.0
ID_2XU4BTMPVV,1964000.0,11693.864,389.8,0.5405,367.6,5000.0,1000.0,5000.0,5000.0,1.0,672.5,2.2568692712181,0.0,1.0,5000.0
ID_2ZX85TFF13,1971500.0,12281.87,409.5,0.2295,137.3,10000.0,1200.0,35533.336,35533.332,3.21,819.5,39.142875350157986,0.4,0.95,9500.0
ID_30P8ERVMBV,1981000.0,2713.4133,90.44,0.27,45.333333333333336,9000.0,1888.888888888889,9000.0,9000.0,1.0,118.25,2.2281166320511883,0.3333333333333333,1.0,9000.0
ID_31MKTXO7K2,1988500.0,7387.279,246.2,0.342,410.6666666666667,6000.0,1000.0,6000.0,6000.0,1.0,639.5,1.7096327161239897,0.0,1.0,6000.0
ID_31S4HVH0KL,1995500.0,37948.875,1265.0,0.5796,791.375,8000.0,1000.0,8750.0,8750.0,1.059,1963.0,3.1303578344994576,0.0,0.875,7000.0
ID_32O8AO49N9,2008500.0,3218.038,107.25,0.346,497.8333333333333,18000.0,1888.888888888889,18000.0,18000.0,1.0,162.4,2.698735850398586,0.2222222222222222,1.0,18000.0
ID_32YY07MP02,2026000.0,3970.3064,132.4,0.4214,70.23529411764706,17000.0,2294.1176470588234,22745.098,22745.098,1.242,164.9,2.785425751710838,0.15858823529411764,0.641,10900.0
ID_340POE1H42,2037000.0,5334.8,177.9,0.4832,291.4,5000.0,1000.0,5000.0,5000.0,1.0,337.8,1.26358375728272,0.2,1.0,5000.0
ID_34MDKID5YE,2044000.0,2065.198,68.8,0.2776,113.0,9000.0,1444.4444444444443,9000.0,9000.0,1.0,143.4,1.1601439178986426,0.1111111111111111,1.0,9000.0
ID_34VLZCRZ7E,2053500.0,2673.7966,89.1,0.3792,110.5,10000.0,1800.0,10000.0,10000.0,1.0,129.5,1.1629803693977918,0.0,1.0,10000.0
ID_34ZXH2WG7E,2062500.0,212.63634,7.086,0.2362,35.5,8000.0,1000.0,8000.0,8000.0,1.0,14.125,1.0083030314655241,0.625,1.0,8000.0
ID_35ZFYBRKYX,2071000.0,14197.22,473.2,0.2416,96.44444444444444,9000.0,1000.0,9000.0,9000.0,1.0,795.0,19.546421132821255,0.0,1.0,9000.0
ID_367Q9KLC9Z,2080000.0,31318.008,1044.0,0.536,94.44444444444444,9000.0,1222.2222222222222,9000.0,9000.0,1.0,1320.0,18.209966235997676,0.0,1.0,9000.0
ID_368PN0430J,2089500.0,4536.202,151.2,0.431,187.6,10000.0,2000.0,10000.0,10000.0,1.0,217.5,1.6359465469087011,0.0,1.0,10000.0
ID_37DQ4L5W5I,2097000.0,27072.287,902.5,0.5273,31.6,5000.0,1400.0,5000.0,5000.0,1.0,1131.0,48.55064703557313,0.0,1.0,5000.0
ID_37Y5PQ41RC,2104000.0,17172.682,572.5,0.3494,58.44444444444444,9000.0,1444.4444444444443,9000.0,9000.0,1.0,1008.0,46.75211719009205,0.0,1.0,9000.0
ID_38MVR1ESZ0,2111500.0,7054.8125,235.1,0.5166,345.6666666666667,6000.0,1000.0,8166.6665,8166.6665,1.206,415.2,1.3177337423919528,0.0,0.9165,5500.0
ID_38Q2PLK9HN,2118000.0,51812.184,1727.0,0.4363,1763.142857142857,7000.0,1000.0,7000.0,7000.0,1.0,3766.0,3.880259058370743,0.0,1.0,7000.0
ID_38RTISTHF6,2126500.0,15451.618,515.0,0.2505,26.0,10000.0,1000.0,10000.0,10000.0,1.0,855.5,73.97436987368492,0.2,1.0,10000.0
ID_39PTNDJGIS,2135500.0,2772.335,92.44,0.298,91.875,8000.0,1500.0,8250.0,8250.0,1.006,154.9,6.750219181964787,0.125,0.9375,7500.0
ID_3AMRDT09PC,2145000.0,4139.937,138.0,0.4614,120.54545454545455,11000.0,1909.090909090909,11000.0,11000.0,1.0,198.2,2.549289210732704,0.09090909090909091,1.0,11000.0
ID_3B0JDLMNNF,2153000.0,17785.596,593.0,0.2922,584.8,5000.0,1000.0,5000.0,5000.0,1.0,1187.0,3.704985778373852,0.2,1.0,5000.0
