vid_id,target
ID_NST1173LRF,0.0015336279
ID_EYHOMKKUQ5,0.0014450569
ID_ISWIGM21E4,0.0015733797
ID_CVPBPIVAMF,0.0015088442
ID_6CB6EWQ4F6,0.0014357311
ID_46EEROG1L9,0.0015405115
ID_TRPDMEMK0M,0.0012905534
ID_XEUDQ0Y21S,0.0015284619
ID_9R0M0SAQNF,0.0033653304
ID_34ITR040OL,0.0016837728
ID_9CV5MBSUW4,0.0021534006
ID_ZCL08MLU5Q,0.0016586551
ID_41I4PZBNZ2,0.0018403823
ID_8Z461DUK3Y,0.0018690753
ID_ZYCPZUB6PT,0.0025347744
ID_ERG1NYAW87,0.0024032556
ID_YGSKB283BR,0.0019250436
ID_E1VVSJBWQB,0.0012929032
ID_T1ICHLG79Q,0.0011344036
ID_3OCKIFMFQ4,0.0019039548
ID_HGKTGRXKKK,0.0039390335
ID_Y56AMEZRWU,0.0012752899
ID_ERYPZRFMPP,0.007410477
ID_5IMVEW69PY,0.0013912133
ID_97YPRJL3BK,0.0025569936
ID_4K5YCUE7K1,0.0015427426
ID_QD0Z975L4K,0.0010470309
ID_GSWANI9HVH,0.0015915824
ID_P8MAMRZLR6,0.0017663424
ID_NUW7J05JLZ,0.00090103137
ID_DMXGH51908,0.001127588
ID_4QYMSGAVR8,0.0023273388
ID_YG8QCU456N,0.0024229675
ID_BWUXHC00E1,0.0017380078
ID_EDGQ8QJZCQ,0.0015888677
ID_MADP2XKS9E,0.001432474
ID_D55LX9BINM,0.0014406166
ID_1SY5BCD249,0.0011653597
ID_5MO2R3WP50,0.0020925126
ID_M6TR6LRP8A,0.0021475167
ID_4WU0TXHZ00,0.0025418247
ID_551PYFKLVL,0.0028300977
ID_SP5AAHN2P9,0.001802153
ID_B9COJFGFC4,0.0020983568
ID_LJBOYITI1V,0.0014549982
ID_DUX2V8D4XU,0.0016777995
ID_E6JAIH500Z,0.0017181821
ID_9JWJ7KDDA8,0.0019430518
ID_PKIC62G37Q,0.0010870539
ID_HBU11IUHKU,0.0013916412
ID_LIC39DHOWA,0.0012042485
ID_87506T5ROC,0.002766745
ID_UHOMWJMBN5,0.0017797376
ID_3NAJ6WR9VP,0.0015985456
ID_RU9Z1VAUAG,0.0014134701
ID_OOP47FL0MI,0.0012672216
ID_OPLZB9QVFM,0.0022067397
ID_NXFYLQRTDX,0.0018024744
ID_KZRSKY0RJU,0.0011327972
ID_TLC9EPLCWK,0.0014915672
ID_QUN7GGNRQ4,0.0014829542
ID_77I577LZYU,0.0015636336
ID_RAZBAFRFD4,0.001656589
ID_XPI5GD1B44,0.001873787
ID_MXGGBGDSK5,0.001647569
ID_KULVP8MH1O,0.0025420538
ID_J1FNG2FVXN,0.002431364
ID_7WNQCZVR4H,0.0014950656
ID_7R7H8E3Q2Y,0.0011772994
ID_LDV3NVUU04,0.0019635314
ID_GQYPI9JQEZ,0.0010431076
ID_6AE3DRF8UC,0.0016135541
ID_G4MGQWPYIR,0.001586362
ID_UIIISP8JFB,0.0017404676
ID_6QQUM935IK,0.0013680982
ID_T143CHTY72,0.0013596781
ID_418COQ48LS,0.00091323047
ID_QA7DCFAHUQ,0.00144838
ID_TLF9I5BKH8,0.0025783882
ID_M3CEPJ4B38,0.0016083512
ID_JHB3KR9VAX,0.0014775088
ID_YKA7WMZHRI,0.0014444713
ID_1C6NWCAT9X,0.0038811683
ID_WZJV8CDQBY,0.0011211843
ID_KPJQ6AICHR,0.0015235808
ID_DKAFI7CEAP,0.0017597959
ID_TN4IY9R8N2,0.0013532714
ID_FN2G9IVHFO,0.0019603749
ID_N40G89OEKH,0.0026283974
ID_WDFF5XYHJL,0.002041986
ID_YUNITT4TET,0.0014523143
ID_QI38VW359I,0.0028343978
ID_AJ1GK3UYAU,0.0018622893
ID_F08HDGC5FC,0.0016029115
ID_VY61U3CCLV,0.0013876568
ID_ADLXW10WTA,0.001215033
ID_NXXL1PVC6A,0.0019885248
ID_12VJQFBMVD,0.0013077655
ID_ACSGPG8EGU,0.0018905349
ID_GNF774HLMC,0.0016170486
ID_XFM0WZR57N,0.002005687
ID_9JHZKQSC48,0.0017799218
ID_0CFZQ7P4WG,0.0020701024
ID_YW27NZ27U9,0.0011586088
ID_D2BSGZ0838,0.0015889435
ID_NNUYXS3RQW,0.001331353
ID_HIFUTZG8GD,0.0012788669
ID_KY8RCGWHTP,0.0014366988
ID_RYRNPM2A47,0.001877308
ID_DFZ7SSU2YA,0.001583722
ID_XAPRJS1P3C,0.0020470526
ID_ZQFX0GKTCK,0.0018301094
ID_1SH0JF5I40,0.0018466174
ID_CV21CDHRHY,0.0016464334
ID_U186HU2R2Y,0.0020170303
ID_CGDGVOTJGK,0.0035118016
ID_0A28JIKX1L,0.0022494346
ID_FYO3Q1VCFH,0.0017583842
ID_P4TS2D9EH5,0.0016218805
ID_64RTTXYH4J,0.0012135709
ID_1L771RVNG8,0.0018309788
ID_IWWRO7EPJS,0.0018504173
ID_VISIH8QTJQ,0.0022790278
ID_LQEOADZFRJ,0.0020993787
ID_12GRL8UPTR,0.0016162377
ID_HDJHS787K4,0.0023698558
ID_N80IJIF5PF,0.0018061438
ID_K5Z1VJ2GKP,0.001331205
ID_ENR8OL3XDM,0.0022492586
ID_UKGD6PIXZ8,0.0017449391
ID_QWBJMNB87A,0.0006444163
ID_196C867RFK,0.00196454
ID_5NBFV48IQW,0.0015809574
ID_4V9WGZ6FOL,0.00096370204
ID_C8HMPQ68JI,0.0017386155
ID_1BWBYDDOD3,0.0014942831
ID_8YG4ZF3L8U,0.0015502983
ID_HFP9SH3YZB,0.0019217703
ID_LFF5ZZYT91,0.0032704743
ID_U8YQNDZNTI,0.0025978154
ID_EK0HYHTOQ3,0.0023055316
ID_6DJ7REUAO3,0.0018451175
ID_ZIKY9FXJR2,0.0011749311
ID_OXFB9YKP2Q,0.0016485277
ID_YCU5KPIRBU,0.0011338672
ID_PXURDPMDS5,0.0030608578
ID_RXHABMWEDS,0.0010666808
ID_8SB0D0EKTW,0.00069440104
ID_W4KRBDLAT4,0.0017709134
ID_Q9950RQ0QD,0.0022554158
ID_I03QK03NE3,0.0016966609
ID_RYKBAL0IB1,0.0021473018
ID_QTY7Z4CX5C,0.0018299759
ID_XVV2FRXX66,0.0007371765
ID_ZG8TNXJV0L,0.004846404
ID_FESKR4VV4D,0.0018387709
ID_3IC6VWDAF8,0.0017803777
ID_E2E7SK42NQ,0.0013214736
ID_S9G0T3IHBS,0.0017638755
ID_ARKANQEPN9,0.0026278272
ID_ERXX3JGTOC,0.0017614742
ID_MQH1SIBUQJ,0.0014038254
ID_BMVB5O6JUZ,0.0014734633
ID_6XMF97T3AY,0.0024858315
ID_T3279P8ELR,0.0017828991
ID_H0S0VRHZO0,0.0013251738
ID_F6F7SXB193,0.0017054136
ID_L8YSQEBRRH,0.0019806921
ID_MJ34UOAHXZ,0.0018171199
ID_95OSNLLPS0,0.0014387651
ID_DTWGP6YZOR,0.0015611594
ID_L3SO8LCDYQ,0.0011419372
ID_H9GC02NVMW,0.0017675498
ID_XSCL8NI532,0.0014829542
ID_Z18CTB026G,0.0014634251
ID_ETWBIPU5GH,0.0017142221
ID_G9JG3TWHEZ,0.001218373
ID_0G781ACZJN,0.001721579
ID_7HPDVCJBGH,0.0025347744
ID_DWUBMVD6I4,0.0017119839
ID_ZL5QQFAA9T,0.0058240737
ID_YO9BOBKNJ4,0.0016346376
ID_ZDELJQLQJM,0.0013332239
ID_61YNY8IU0F,0.001889439
ID_K88C9ESZFD,0.0012663397
ID_TY7DGHFAP9,0.001540419
ID_S9T7ZZKYS3,0.0022652724
ID_6JHFY0IOTM,0.0018729385
ID_5FKNRPMODH,0.001483912
ID_PD0C06SFU9,0.0012202521
ID_0M3AOMQIOU,0.0014457585
ID_PCE91GW74L,0.0034100043
ID_EBT4PDAZS6,0.0022050147
ID_9T2A5YH9VM,0.000951221
ID_JVQO4Z36F1,0.0011178739
ID_U5G22V2GFQ,0.00177268
ID_T4NYAYJ9I1,0.0021740787
ID_R64PR3AWFU,0.0019654834
ID_CLU6540ECX,0.0024927007
ID_OG05WU6HZV,0.0017380078
ID_9EWL596WWO,0.0013067713
ID_XUCZISAL1R,0.0022650866
ID_NBT59DFK39,0.0009138643
ID_UN671MLDZ2,0.0025644859
ID_UX1Y28WNW7,0.0015273312
ID_QTI3JKIZEM,0.00143709
ID_2MDTMRHGJH,0.0014755226
ID_1A8MVIVO04,0.0014198687
ID_E9LPXNBJV6,0.0024853693
ID_GIDPGYK7IX,0.0015334779
ID_MGL583N6HG,0.0019436133
ID_BQQX5Z9CT0,0.0024993324
ID_C1BJUYAHP3,0.002501439
ID_SME9BU1TIB,0.0022390329
ID_RJJ9WALA3L,0.0024312667
ID_H0P8OLDZ57,0.0020725746
ID_VCSF01VBZW,0.0019796307
ID_DNNBZLJZHF,0.001902324
ID_9W22Z875QP,0.0015241366
ID_F61PKPDDOK,0.0032917585
ID_VGEU4HFG9P,0.003496621
ID_KG0Y9PS8TA,0.0016141096
ID_VU9YCREN3C,0.0024047927
ID_7RHTCVZQ1J,0.0009359197
ID_TN51HBPYXY,0.0012884756
ID_Z326TB8886,0.0006667232
ID_VYQLQ7HX3X,0.0018440322
ID_09G0PLA577,0.0016192044
ID_WGTRAI0QBL,0.0016029498
ID_TMK9FDRNQQ,0.0019388499
ID_AHN1RG5IRV,0.0012831145
ID_E4UO4ZBT6I,0.001735127
ID_ERUUB11HKP,0.0017282321
ID_ZQOOA25EGN,0.00164053
ID_TI76GQIV2A,0.0016683872
ID_Y00XPG802W,0.0016059511
ID_61OI65QL5K,0.0014273004
ID_QDZHULUKQM,0.0015598059
ID_Z9YBILS230,0.001993262
ID_5DMAWFNS5S,0.0013291797
ID_94HI8PX2I8,0.0009802995
ID_ZNF4VUCN2L,0.0019725824
ID_A9C1HQPRLJ,0.0014700231
ID_KLCUC4AYMT,0.0020386071
ID_6I7R1776WA,0.0029247059
ID_UZGBC83TYR,0.0017813559
ID_R29UYVWIPL,0.0022917027
ID_6CP8KETO76,0.0014150481
ID_WA7O6JZEB6,0.0011698226
ID_AYP3KXTN4D,0.0015782225
ID_RQC485GRBQ,0.003255477
ID_P7FK7R253H,0.0032997262
ID_LAEAN0G3UE,0.0026134728
ID_6XB6Z1PTZQ,0.0018171926
ID_LQLZGV9BD8,0.0016508192
ID_QC5ILJPTVK,0.0018131125
ID_H0TAIJJT2K,0.0016791498
ID_31E6KIZZGY,0.0015691555
ID_J9WXTDSK55,0.0018126043
ID_3GQKRXVA0P,0.0039145458
ID_51N2235QOV,0.0018431153
ID_PEVFN9XQS8,0.0015572293
ID_3LKXART46U,0.0057572536
ID_SYM08WC20R,0.0011173463
ID_5UUZ4L29IK,0.0025347744
ID_BJ11DZM2ES,0.0015221509
ID_54HDDF3JNS,0.0019019967
ID_X4BFR55NOS,0.001693297
ID_W2RO8B7WMB,0.002003971
ID_E4TG7DG5CF,0.0014813923
ID_8KROFIMR5X,0.0014963158
ID_XG3V6NLHD8,0.0017474829
ID_9Q36FT4EHS,0.0031437944
ID_IG979QRBU7,0.0023088288
ID_6M1S9GZYMF,0.001280117
ID_3966LMMZ6L,0.0016608806
ID_RUNW5B3OOQ,0.0011066605
ID_JASAA42F6A,0.0025136315
ID_TJ5I379QXN,0.0014728486
ID_RUN3D7KAL2,0.0009445898
ID_MNJ48MPYMT,0.0026069037
ID_R0B1ZO2GWX,0.0018008283
ID_5VOTGFNN74,0.002043033
ID_1W9NSJHE8N,0.0011983045
ID_3UQWJF61PK,0.0014530715
ID_KUNNGHKZG8,0.0016307427
ID_EH93RAB3YM,0.002710566
ID_B0XRSLJQ3M,0.0019097313
ID_WAO068VGIT,0.0018060404
ID_W3DACFMADB,0.0018033839
ID_0K5U3HV1US,0.0014206569
ID_ZV8ALSTB6E,0.0014774897
ID_DK20MT5HNG,0.001774395
ID_3CVI5OD51Z,0.0025306079
ID_2XE0ACIP8T,0.0014220376
ID_0OZPIWT77V,0.0010504144
ID_2RWJBHAG9M,0.0026419177
ID_07NWERGXN6,0.0027941694
ID_WYBJ2Z6J3Q,0.00093474804
ID_2ZVJ35U78Z,0.0016771364
ID_IHEAHWR4A1,0.0018725875
ID_IMD6014XDM,0.0013307354
ID_BLZB2LTU0G,0.00069962605
ID_YUFK59VTC2,0.0026543378
ID_05T3ONYB6J,0.0018866364
ID_1I8ATZ0DYD,0.0017485848
ID_THERH4Y6S6,0.0039308975
ID_ISQZW15R88,0.0012766698
ID_26BDB0DPAS,0.0014829542
ID_3IC97RJU6I,0.0018514835
ID_V8O44PXXPO,0.0017907762
ID_I607G4PJ1P,0.0031056188
ID_GX6Y6FGL87,0.0014110936
ID_HBJ98GGPP8,0.0023292096
ID_AJW6I1CPMB,0.0016282375
ID_ANGCA6WQD8,0.002425285
ID_KVTSBB5IE1,0.001638888
ID_C91XQWAKUH,0.001588523
ID_CFERLWE5L9,0.0019591039
ID_PO7YVU14L3,0.002416688
ID_7YSLNGV3RZ,0.0018217883
ID_VLAXNZUTE2,0.0014670372
ID_ASB15C7BWA,0.0016599083
ID_BMVDJSIA19,0.0011788898
ID_SIYRGZWNZW,0.0022877262
ID_UXYM2IFXDL,0.0017461169
ID_AOB4W2JJ6R,0.0020882832
ID_KE59H3AUAG,0.001491088
ID_1MJJBFJPDW,0.0012906881
ID_4PD04XYN9X,0.0017795119
ID_7RKOBN2CQX,0.0014634251
ID_DM1Z4OO3FT,0.0014241629
ID_XMYOSY1B88,0.001294804
ID_MMUBJIQGQU,0.00059220183
ID_6DIFHEL4DU,0.0015939816
ID_ZEM84LKISA,0.0032538024
ID_E4CEDW8YFB,0.0024203483
ID_2GUZMJAA20,0.0019515889
ID_LDUJS86RFT,0.0013603773
ID_99CVTD0KR6,0.0018204744
ID_GWMBAGLNWX,0.0020664376
ID_LDI5APQTFK,0.0015892314
ID_DXAC354B7Y,0.0023862673
ID_BQHCZVEQLT,0.0016877148
ID_H5RVS3LDCZ,0.0014479787
ID_ONOXMMJDMM,0.0018263356
ID_KA47KFHIFG,0.00096911856
ID_693D4C5X0M,0.0015949883
ID_2BSRIKDL6Z,0.0030251096
ID_R32IN6CTEH,0.0016739223
ID_FVJ2SUHD8M,0.0008847
ID_JG2EZ7G5X1,0.0044561853
ID_87VHAJH2YB,0.0016487156
ID_2CN5A5BLRW,0.0038865614
ID_F9AV2AZ10U,0.0039232667
ID_Y2HBJ9OMZ7,0.0018142757
ID_0JE4AA125A,0.0019976695
ID_VVP8LVE94W,0.001677598
ID_SLU4HOZ2C3,0.0007581257
ID_XTD8LXOXI8,0.0021677436
ID_MVX0KB581D,0.0014136238
ID_0S5LWZFHVS,0.0035217693
ID_EFAJ80DLTC,0.00071283395
ID_3W3ASSRZDM,0.0016660253
ID_16DKIDU8CR,0.0022763093
ID_GXLOPXIQWJ,0.0016991181
ID_S90PDZH8KM,0.001885826
ID_EPMBEM9ALZ,0.0016396001
ID_NNP4EXV6BL,0.0015792124
ID_VEYKVIML1D,0.0015959453
ID_EGA20C9VQR,0.002479127
ID_7MC7259F4A,0.0016082439
ID_ZVXEBAAD4J,0.0015835203
ID_XN56GVJPS3,0.0022572018
ID_0GR41G4RV0,0.0012444571
ID_3U8AZ5TD7R,0.001962698
ID_9ZKB7HT9PG,0.0019250656
ID_LB5Q9HX0XR,0.0018100934
ID_0UQMP0IETO,0.0015499613
ID_9JNGDQ9EYV,0.001121664
ID_CG2HP73PX0,0.00076856586
ID_SN0B3OPMRL,0.0021661813
ID_QZSNRLIMZS,0.0031061696
ID_TW3N1I2458,0.0025702973
ID_KANMUG3NUF,0.0028663406
ID_SY2ZQN5GW3,0.001918058
ID_SWSK3UEWX3,0.0014253001
ID_NI5EJZU9XY,0.001470422
ID_IHUUERICQK,0.0009911784
ID_Z0X90DZE8U,0.0023470973
ID_LHPFGFQTCS,0.0019777305
ID_2NFDV1UE11,0.0013698601
ID_RDCMZN40NZ,0.0013492875
ID_T11DDNO24O,0.0017536349
ID_8UCVODONF7,0.0026344554
ID_YAWWH2DU85,0.0016244322
ID_PWA2ZTYA8X,0.0017339409
ID_VI32TJPIJU,0.002007328
ID_KVPCTT0VIA,0.0025813996
ID_M4Q5PYF28V,0.0015112506
ID_CO1LSMBUV4,0.0020068637
ID_HMCIN5DSQ4,0.0020865633
ID_AGQTFWGK3I,0.0024119231
ID_FL0XL51DFB,0.0020685315
ID_QUGHCG1UOI,0.0011291521
ID_8ZBZFXBYQO,0.0023141778
ID_BRYDTQOPWW,0.0022280193
ID_2AG8QGSZED,0.002628776
ID_JGLNVBN19V,0.0017838762
ID_AY1H5SH0RZ,0.002266128
ID_H9NTFBSO19,0.00075593236
ID_LTI53SU9KI,0.0009822779
ID_ZR29B82UJK,0.0014656528
ID_D5UJ0UVU2R,0.0016106875
ID_H491TT5ETZ,0.0019122062
ID_NAUTIV4W35,0.0024619182
ID_G50W6M8C39,0.0018326611
ID_2W69V3368L,0.00169279
ID_B0N7S40B54,0.0010964709
ID_7ODXVY3LZS,0.0040377188
ID_7OTUDJN760,0.0010420621
ID_PY1RM5R2BZ,0.001502188
ID_IXMZR3TBYT,0.0015069331
ID_AG7N1P4WWM,0.0023026895
ID_1HFJ9E65O1,0.0013417385
ID_ZSX8KFPOSR,0.0029174574
ID_EJC7D5ZQ7Q,0.0023778472
ID_4H7RKMM0LJ,0.0024509805
ID_NR3P8KEBXT,0.0017675549
ID_L4LDWQCKJC,0.0013364682
ID_19XX0O8ONS,0.0010644182
ID_IKDXHY61PP,0.0015782225
ID_OOJY01OQJ7,0.0028179407
ID_J4IS71VZHM,0.0013874723
ID_OHN7XKFXOW,0.0016154626
ID_EUQSLV9SNC,0.0029597247
ID_GHAIKDLGMV,0.0026022512
ID_4DHO35CWX0,0.0020068637
ID_X8ITP11YLF,0.0013660826
ID_Z584MEMVP1,0.0014012458
ID_FG32MXJYLZ,0.0033527315
ID_99K2ADUFV4,0.0016922485
ID_MNEW6V2BIQ,0.0010646477
ID_TG5ZN52XFT,0.0017447844
ID_51ZC7S4G5R,0.002519885
ID_D5HLKMCYIP,0.0014668882
ID_9QD55JY56C,0.001691987
ID_4YONALCHCT,0.002375328
ID_Y2A8435SVS,0.0017746167
ID_ZVJ02R1EXA,0.0017057096
ID_7M2MVKOIL7,0.0013853039
ID_MR54G1LMLV,0.0017390507
ID_I2LJTVMPWR,0.002179474
ID_IA120D1QNY,0.001614734
ID_OGSOJRZGVW,0.0016900583
ID_WWZ91JS6ZR,0.005717516
ID_VMEGFLVGQ7,0.0025773065
ID_301ZYG0TLP,0.0016625058
ID_FZRWFG4EZR,0.0025870323
ID_U0V8343T2V,0.0024205055
ID_TUJJ9JSZ7V,0.000988384
ID_0HWDF5VIB1,0.0017738569
ID_33KOBHZU70,0.0018943023
ID_SL9A458O7O,0.0017883417
ID_74PRDEAPFW,0.0022791387
ID_EF4ZTTYZTM,0.0014562442
ID_ZJMDYSR1L1,0.0019631586
ID_BH4FAPQUEF,0.0016273768
ID_ZGQ81LXBDL,0.0022881124
ID_76QN72SC8I,0.0013068866
ID_EMSH8APXTK,0.0013932447
ID_239LJ9SRLV,0.002543641
ID_7X2CIYK2LB,0.00061550684
ID_XFPZNHLI2S,0.0017033907
ID_IJDUDFH44U,0.0022288195
ID_U2EKNRYDYM,0.0015579595
ID_YD8LBFUL8W,0.0015704834
ID_OM6XY825QS,0.0016508215
ID_IZ9EI938AV,0.00224748
ID_IUBRYZLE03,0.0017477787
ID_0WAE41D7DD,0.001874991
ID_7V86WJ3F3G,0.00174051
ID_J4C1KJCVA0,0.0016504185
ID_IN3WUSX1V7,0.0021545612
ID_Q1936X71XU,0.0034012026
ID_W7A5Q3DY1H,0.00204647
ID_X8YJ6D07FE,0.0021231778
ID_ZCCLE6A5R1,0.001170998
ID_WF2UGAP6S6,0.0026334808
ID_TSB3Q5A663,0.0023233881
ID_4KJDJWY4DY,0.0015025004
ID_7AU85IQP45,0.0011464383
ID_P75TQDF8XG,0.0024595715
ID_MQ2L5UL5E1,0.0013061502
ID_L0BPQGUQZU,0.0014177538
ID_TCR5DJYXE9,0.0014872102
ID_5F7THHQ0YH,0.0017477138
ID_44EHBUFOY7,0.0017040934
ID_6PYJ3OJLPP,0.0028405255
ID_5FPGYN666Q,0.0019346018
ID_FT2NGK96MP,0.0014398097
ID_41B2688ZXE,0.0019494711
ID_3TSEFN9UOW,0.001890818
ID_APSHVW5D2K,0.0029844006
ID_312NAC5AR9,0.0019172871
ID_8M0A2NRX81,0.0020158475
ID_R8CQHIA8LX,0.0022132406
ID_KS4T5K13NL,0.0013044797
ID_F3BMHKEXG9,0.001595654
ID_PGAU4SINMY,0.0013555512
ID_PM78REEM6Z,0.0032106526
ID_BC3FCY9MFC,0.0019245571
ID_7DKJPI15VY,0.0019224925
ID_ZVAWNONEK2,0.001475614
ID_UYH3R354IQ,0.0032072559
ID_FXSBNLL7O0,0.0014176071
ID_NW0PW51DWL,0.0021585654
ID_1PUPC0HD9U,0.0017133935
ID_E31791FUHM,0.0020188603
ID_KHGJSZEJ8J,0.0020726607
ID_E0YCZUN8ZX,0.0021206199
ID_MZ0XBKNPGG,0.001502643
ID_77CPUJANVO,0.0011386748
ID_UBOFMCBTZ4,0.0017821197
ID_P5F6BK1XO1,0.0017740938
ID_IHYSOTOT3Q,0.0018786871
ID_KS3GYXJLIP,0.0016787798
ID_6EVI03TTT7,0.0020708025
ID_Q42KJBZTLQ,0.0017970368
ID_RQZJ92YOEB,0.0023935928
ID_OF9UORRTJL,0.0016020084
ID_7KJLLQVX7R,0.0024841407
ID_LU83VVW2TZ,0.0017827504
ID_YQBXUWAN90,0.0025076552
ID_P1DLQDT389,0.0022624226
ID_Q6V7GY35SC,0.0020068637
ID_4Z903IQI4Z,0.0013210987
ID_O4XAUVNMZ6,0.0022899385
ID_XH3UQZY6K6,0.0012623221
ID_0CJ7FLJPGJ,0.0027534245
ID_B2DBQGWDLX,0.001770178
ID_XH6X1RGNVH,0.00291827
