vid_id,session_id,session_duration
ID_PRX0R87DAC,52fab91221d8d855ec2f9b6bcb78ff2f94117acf,206
ID_BN0G42RS1R,fa21642775c7a753b3482556805ef390f776b5ec,127
ID_YLRTR7CFC1,fce1a49d03507461fb1fda1140f74d709578543f,41
ID_NVLS5LBCIO,a929cfaa8c0bc14889a5d4e6ab399b194bf150eb,21
ID_GKIFBJTKDF,a3da761590cd0e6ffeaa1370a2d640007b2c3bb3,31
ID_BT64ESFA9Z,a10923a181a43d86bec649cf2677f6f907eb6ab4,64
ID_J92C9X63DU,51583425ce6054d83c5cc5ffa0ec580fb0ef408d,26
ID_L49MAKJE6L,bafdc9a18f7a1ef45669c4b0ed17fa6f2b051190,28
ID_CBNJWJSU20,8a2977fbcac514df99778ec706765eac0e1c547c,178
ID_5QGH9Q25UU,c236e6cebc4efe3139cc7e6c5b1882d0b84f935a,6
ID_KANMUG3NUF,94e0235792548cecb4cb32f8bcdcfa6313338a9d,69
ID_RUC5XD4OBE,74aa57cd241431b96570f0a08d95600024b0bc48,2
ID_3ONBWFIW5I,4a152cf96dffb2ba31468f92d096a19aecc8d930,83
ID_LC3ICOLULS,e3d7a86ca5bbc46badf74845d9fc587c41f4d474,23
ID_PBKS2AMZ7G,6904c9a405699c264495d201ecd11a04ee59cc85,2
ID_EPPAYPTWLW,1e09e49bdaaa3c1fc7b15c61478f2ad784e6c7f6,6365
ID_AIFFA2T6RQ,e7cf0f4f74324158629dfe94859e43d9f7b699d4,27
ID_HPR8YM4F2L,d130c0d57bab8e22a8220d7f273349c2d4df7a2b,9
ID_G0KC2Q3HE5,6b69b1818b7fc4cd7c3cdb285d44f3f80ab7722c,38
ID_1LLW9JA8UY,8e25544c5d5889fe39144d032b78b42a98c412c9,10
ID_NJW3LKWDXH,1de39b50350ecfce50549d764fd9c9acbe825567,52
ID_NILF8AZ8B3,7afe60c28e618dadb4bbc85b48584e1ea1e354c7,10
ID_60A38865OI,0cb1d287e3e90cf79cb06d94bf0dc78892441a72,32
ID_1I0GMRGT1N,3f0bbb4ca3fccd058d9c5de4a52fe070051d5347,95
ID_Y8RUB8IYRE,1c71618684a52e56344d4c129137753b26db99ce,9
ID_HL1LURPFSP,de5e7faf161813bf40363f597a8f4c00509d0b86,113
ID_FRNENCZHTT,879cf00aeee84fd36c794199c6a93aec9e07fae6,172
ID_TRCL6I9QYA,e990953c36b9cfb559ce5416e9c15217015c47c6,4
ID_9XF834GDVL,7e52f80e9164f91943f598f8fb53963eff43888b,5
ID_G9EIUP3PZJ,628605113de61362100b7ddad127f004a05b89b2,87
ID_FL9WHW4AYV,6319f9f3c35666cc2c3cd2d0f32e6162f5f5de95,161
ID_IS5XI9MURS,92ecb3f8e93dc9b1ec346f5c5a14995ec48b0eff,67
ID_FRNENCZHTT,f0468b31022166107e8b7d5deb2e9ace47aa1ae5,211
ID_PIOFB450TH,88601cdd22263a439c82ef5d3d44f8ab28056f7e,7
ID_MSM4LDYARE,0bf09297548a4fc4b564976e61ecf51bce1357e0,8
ID_MSM4LDYARE,0bf09297548a4fc4b564976e61ecf51bce1357e0,8
ID_IX4AT6P665,b845be9d46487d38114268d12463befdba666b55,188
ID_9CCMVFMF1U,a1183228a2251e85f892abcc979ee97c820b68fd,9
ID_H77FJ2V5XO,63cff8788c367d98d953dc8346efd1e256f8192e,37
ID_KHASTHHEXX,eb5950f0ee6c772f714f0582494e8bb118b27cd8,138
ID_C82BMQK7VG,0c78d71d7de31e39bc4867303299812108e37cb6,93
ID_0DPU8M6HTB,a2cdb2d3d14a2f6987ab0e2a6da7cb2eb84bcfee,145
ID_RA95EHCUPU,fc9b85ea523259bd82c16e43c0c3d83631e2fa86,18
ID_2D951UZRXU,478d0d33904e60bceb2f7d26770f593cd66fb7df,245
ID_EJOXAIVCL1,ab6024736e9d923bb277cacb1aa19d11c4b5b5e3,6
ID_H3B5LPUZHQ,4fa2162b2e3631200c3af3a62ff40d65a4fdc2f1,309
ID_W0DY04ZV5W,159cb0466f799e4224cee784ed5c2dddf0cee97c,23
ID_75GBUNHWMB,6ae87c8ce6abaad17cf4197a89c6c711907a5a48,188
ID_WJV0WCKO2T,c42c4734a55045433d8410184f79d6f650bf59a1,17
ID_94LWBA218J,127b963dc823c559016dd720742ba8befe4100b7,3
ID_94LWBA218J,127b963dc823c559016dd720742ba8befe4100b7,3
ID_CV5J005XD9,7008f25c725c6c0be0c4360edc23f8e130aaec95,38
ID_TJQTYVYK9Y,a7bea699bb1f5f6addd8500f0775fab2fc1194dc,6
ID_Z2MGMZEXUL,df6e7ea4a1ae3efef78ff69346caea37babedacc,13
ID_WLOK2MP4K1,436c24c4ef6a3dfa2c61acca0bc0686a003f9a78,20
ID_ZCEG1E9M8Z,c67a50ec79e900f5b9b21e2b557172261a87f6e1,24
ID_VLN8PAUZC3,50ecfd5a20dfb6a3d6552ce8f28894508c3c573b,125
ID_H2LHJ5IAGR,667d8f03bfeafe0d9a653f6754222489572cd554,81
ID_8HTGS3JWDA,b4ebd6101962b54394ba374240379b048c726ab9,21
ID_FVJ2SUHD8M,ae4d52b8583f24f6b3657c5c0ff7c2fd393f24ff,93
ID_NTK8KEPDLV,7c4a42f6e75269bdc4e1042b31584a9f2faa3a14,116
ID_W2RO8B7WMB,ae8517f4552578225618506470f4f0ad3efd7999,35
ID_1RV3CU7YG0,d9fff71979e8c86d841e4fdeeba18e7d7f7f9ef3,62
ID_34LNE4C27B,e49c096ce09aadb5a54137b7f0b1cb3d9c8d246d,12
ID_HG2KFHSEA6,55c66acba3b951db098cb12b29cdd5e83306a149,1
ID_SHNJ7L0OM9,4367862c760a29feb4ee6c1214a65a86d10a60b3,25
ID_CCW4HL50X9,773ff2a552cb1b16b085f6f4e8f0052c4672e468,26
ID_991FQSG74V,55f4fb70cd15fc3e1ccf977297e28d167a329d77,141
ID_QVZEN0F3ZG,dd089a40ae517b1b365f36d901eb0cfff3d91d2f,9
ID_PTP9XQ98HZ,0d9e24c0c69072a5d45ca6345331dbb165716067,93
ID_H77FJ2V5XO,ddb609d7875583e58f61c25cd8554ec70744b1f8,267
ID_LA9FD032ZQ,5420b5d63476f29b0acfe6f7a2999d445241f45e,189
ID_AFNSND7W94,bf47fc96dfc4080f05e6d470a0eee50a0fe4fe34,40
ID_39CTJRI8O4,1dc092d204cf59efc99180921463e11dbf947bad,36
ID_TOQ2P99692,76a3360a768d7db221c647e4a94c79ff6905c06d,37
ID_R35CWRXTG6,777ca4142fe66c862f010164306a212fff3cb3f6,4
ID_9U9XQLIRN8,d74e202048813846fa84082cea6ace635a92399b,6
ID_CR08OWBI9J,9292456b85c0ca1a1d54acd1a187eb71774a2378,150
ID_06EIT2I9OK,d70730cd776f9251e5e4b2f372f478a71ca66427,41
ID_FGGTCLIVYF,6cad51e748a0da28e9a76c697805e500b7904cc6,94
ID_8K046M0WWD,35c2b13496da036695336af366137d596c8b1753,8
ID_7G5Y3YNZPM,a78c8cdb1bebfa929fc7d9c3e00267739e14aec9,4
ID_SK5JBUQXE7,c4f00b918b93653485f06cbe4f1579e49557ba1d,4
ID_QWJR27UR17,24cd8e78fad3b206e48f2c1eed80db4b6f4002c0,9
ID_NJW3LKWDXH,d08d98a132478fc6332f74257acbb4f56374c4b7,49
ID_F3H9BE7O5W,1a9a3ce4c6ec8a8c2deea9275dfc3380deda14b3,29
ID_SX8NJEJLTZ,1534ef08b945f57bb925675789048819c8a4d2cb,23
ID_JPYO130A63,a0a6a0ba35a52e595c0090551f3960a3936f4232,42
ID_ZP5X7Q54YF,30abbefff4636097b668eb7d58530b20238fed74,6
ID_N1C1UQAHDY,bdbd05d228ef99d668b2497298b4627a3b8805fa,28
ID_XDRWCWI7QV,d0668a3263789d78db706aa7cea8f1b1ec072cee,39
ID_L3MT0JZOBX,8e90ef8adcba6f77a32cfad87cc3631df911616b,74
ID_HHBGSQ9DLC,95106ccd5eaf99443a10b5d2dcae1295f950c566,15
ID_TZ7N1A90V6,0f6f888b3358e676f041b0ea55e94551b49ea238,6
ID_BH1YW9G249,538e17722fcf27ae11942da7279054fcb990da8e,21
ID_7TC8IO7MQY,695613e2ef4f954fa0941056f1130ea37751f398,152
ID_WBWQRQM4G7,1a32f03aa65e973a1dd2983c8ce3c15422bd1de0,9
ID_QX3SH3OSZQ,8d021b044b042c67c91a206567d95eb8d6110dbf,14
ID_50V6EED4MF,5fed8fd748a9142550eac4a3e820889c9ce635d5,4
ID_61DQQ6I1WV,578ec8d6c6dfbc9cfa167886572ef496ed692f67,82
ID_MPPYNF5FBU,c58c94ba8bc631bc1f33ad914b8542c28834c9f9,21
ID_HMCIN5DSQ4,a713de0cb1d057175d78d22b2ebff5005a282e68,49
ID_JR3KHOKU5V,f658b6d959373e02b2887a35e1fb546e79544c4e,1
ID_S8PH35YJDW,a74a28ffee805849874bc458b645a60f9b0dfd21,51
ID_ZF19UDSKL5,abce0fe6e09070b95c51789042fe698daae9c4eb,8
ID_S5X87SHU9M,496178b976c112a80b8b012d5ee914e1c88363c9,4
ID_NEPM5Y4YM4,74e48535c0a9b640d9c4eee020d930e0b845625b,66
ID_TF37XPHP0C,6a812275a140db61f5abb3f83e9ceb569d6d1355,77
ID_5ZD768XU6T,dc4e8d2e9516ae94052dcea97dc9a49761a7b27a,131
ID_KS2LMJ3E5J,dedf5c40e38e790dc0e4559f997214db05036570,74
ID_P1WYCOA54S,d09c0e6ddc75398f45eeb73b635ef2ac0da7eba7,15
ID_CRWRNCR8LR,9e67a0d28a6e583539700f29b5b339420e5e7327,2
ID_7BQJMS06CR,45b43a9c75e1bc581bc3fadbcc1f9b198af9c656,565
ID_A7OR3047NS,d9bc25712561e57494539cc9d0221cef1d5773aa,50
ID_ISPLRT8O8A,a79366c1c1cdb3c7a8075437f137d50eb8106821,10
ID_Z1A6L6NNKT,547fe3b3f7bed71168fb6e257add4aaf150c03c2,84
ID_Q02BG86MN1,7fe610495ee7e48b386f952fa5ed00f62923d15a,22
ID_GTM6C9CJFA,1f9661b63ddeee4bc78efc5b5682ff246bd43be7,9
ID_MEJGCDQXLE,30399c8292277c0009cb8cdd9d31da136db779fa,17
ID_LST6952MTT,b1183aba9bb29a158da628e1cec3eae6f8b36469,2
ID_HDCK7GWK7X,84be16123310005c4ff4057c8453053923384dff,19
ID_ZJ98J8NOU4,73bdd0999150dc8e7c1e903d7ac73a8a87b52217,26
ID_KUP465BQNQ,294892e43760820d3b59d0e933439e2e5d0a775b,5
ID_87J5NYH8W6,e1f102343ce82fa48d02cdb59fb8e4bcc9d6f577,1
ID_0AO2I0NTG0,a990ee06dd512db4f15b3130e2c930bd9e2dbb63,43
ID_L6MQCMF7I2,9080f3ea2bd6d81c3a581ad14c547b6017ae98cc,2240
ID_W547EAMWN6,0aed78355fd990f7d3800e1dbc6485154af07b7d,5
ID_9RPK4CBQ64,ac1142c372d958a65d1ba76831d52c4b70bb33ea,9
ID_HDCK7GWK7X,f610477253f1711eadafe20acdc10f3d37f2dafc,2
ID_H5IR4NKPS2,a6d871297b1bb17472875857b5181c9ca990dab1,11
ID_XBXDF58LJ9,d5940ba40a574206eb475eb7102b5e03147546fe,28
ID_JYXIANSYJ0,b639fd3e2d12d188c13d24f9d0b2125ac7907629,5
ID_I2PJ7UQD2O,76480b2165a2a944e5da2360a862c56da429810b,7
ID_Z0F1EIT16U,de893a2894114471e230c5aca52bb68fc0539773,262
ID_N5R77AG8S3,aed3eecdcf8aac9f52b9e67ed2b8af858ea78d0b,76
ID_U6MBHL2O5E,eb25c81fec6cc45e5ce42edea490d4a8da768f25,8
ID_T0QUBSVOEX,37fdb9afa02836ceed0ff28c1b3cdf61c7db1a79,19
ID_FRNENCZHTT,1205756de33eedaf4968a38dda83e4676af5a21c,23
ID_397DNZ5ED5,edb530a72b3f8627e6740738860214fac75087a6,8
ID_B4QFMQ9MIO,ec3394b7ce6b9325470e812b143c96bc55d64718,13
ID_B9AANW68UT,7cf85857b88cdc88f7dff059d930e3be27e9dfb3,110
ID_5536CDNIUZ,e1093c2a1c77e0e352ba52dab853f126d9212a16,94
ID_ILORUUQ9KO,5b5894f7217f63f51deae85b53f356f47b1e0b53,357
ID_4X9WH8O2XA,c20bf71f2a007bc029548732181221993224b3db,46
ID_PTP9XQ98HZ,ddb792fea7b649e1cd75562ee85b52487fdde434,35
ID_VHQXKR4LOS,a4ea52dcaf2775d35a156ba83851a2f090ab89dd,3
ID_D3VZN4NNFZ,d60442813ffcb63798cf754e55a8f088fd7834dc,89
ID_EQ2HET0D51,5822d528cf70b961d3bc5dbda68bd301b8612227,10
ID_Q8SKZNKFHK,0176452302025f983adec7428775fe6c5b9abefd,27
ID_HCR4PZAJOR,69cd042ffd215e9061d817c00a676b255696b4a5,43
ID_JT5CXYK2SC,0f0f9521a811129aea6419870be89a07d251bc3f,9
ID_ZDELJQLQJM,a3886f6d9bed0105554035d8fc1d69ea95b64a6c,14
ID_8V9M2QKIP5,66420b12421e41d6af4bc4efc655da3db757256a,79
ID_V43W9K9TRJ,a67f6114d9564cc1fd4c2c1a268b29da15909445,132
ID_6QNGOARGB8,e975b3620bdc6ec4cd1219a9bb4334c2ddd28cd2,5
ID_3MHT5OI4H8,e9f8b9acd915058007d4f0551d6b7aa19b2089bc,17
ID_RHF3PY0K5S,162d0d3f85cc8256576d709347e4036f6729bb2a,9
ID_GQSY51D103,fdfbcb2de69bea1142036afa8b14611f0cf60113,146
ID_0O6MBIH328,1e878334baa23d478687c6d3469e798d5b9c85f9,46
ID_U2BKCNA82W,0492df725e00619445a2ae00e7dcf7e3e0dbd060,12
ID_7RAVHK7UXL,f213231ed83dc67ad0f466ed783348c88bd19fd3,12
ID_YAAFPRL1RN,fdfbcb2de69bea1142036afa8b14611f0cf60113,24
ID_CXT4PASYRD,58f615ea9057f0198b899259ee3ee6f9ef3180dc,108
ID_6FDGMNHYYG,9bf611e400341ad45af88f7736e9d2cb8b2e8d63,14
ID_KS4T5K13NL,219ff57d451b7b096f24c34e9e3f942b5463fc4f,25
ID_FWC7C9PBFD,e002f0da5eca04b58f29e5806a08ef1292d88605,4
ID_I35Z47HDTH,1d19756f35212c16ee129fc9abc36504b45f7650,20
ID_ZA542FVL2W,5e26ef4b639363445451b8ccfff45c378310c2f3,17
ID_Z6UR8SNJ2K,e9effbc5f2b181afc1e6761fe4cf179b6e1fc97b,22
ID_2G9IB23N19,883c69dab2bca6b8a870ebed69e6ce9e2ef76da6,68
ID_UHKBEEWB39,1ede6763819ac1805adac590322c78cd2dd9d7c7,19
ID_DOUANAE80O,10564eb1f0ee5b90a61a2626452bf9ac01f175f5,15
ID_0WZ12LKLRK,73c8fb95aa39bc2f59f2958e2cc0793353609058,11
ID_B3XUJAQ69C,03a0050e340ce5b083480f82c578a0408c2ea5b9,9
ID_5H8IP4STD4,ee28cd11bf1f959b59096cf59c2c727bbe8c8846,31
ID_GDBCZNGFKQ,ce0feef7981bd3901d3f051896107e55efde4d20,54
ID_E6C371PA5H,2567b861ab8902f2714214909ea20ee0358dfe4f,4
ID_FNL8LGKZHZ,1badac830926b33691c090041bfd97a8925c1995,25
ID_APCGC9OLEN,9d1929ced506bb7e0e71d84c246bb790a94de058,198
ID_X8MLRLBBC3,1badbcaf2e8f04a6be07e1438c41635599f4a9f9,3
ID_9SNGMEJ0JN,0c27ab64643065786f7b86a5d24edcb052d2f24e,36
ID_1HDSN07WKG,621de52c0729b037f91d5c040de75ffa5bde08ea,3
ID_H5CZTYOAPC,178624cfca0bac4b53a1b86ad4bde736fa571c5b,2
ID_L17ZK4Z4XX,e80f6580f2aa68972748739c34f56fbc3ab3791a,5
ID_0K26WFEKES,b093a457258f8105e8b8eeed88006faec1e07f84,20
ID_V9VGBFQKWT,2890b4805f24ee75a7f116d85ffd964c92f75b6a,10
ID_IKO0EYDHVK,b201998c6d681fef01c4129776dd9e977a4a59fc,3
ID_PBK5LDPRV4,07c7943f17a99f9d467c29301a6d95f4cb41c402,19
ID_QB4LXMY1L7,abab0ccbe6b672932a0ceca711d6fa740732516d,64
ID_5VVVCA83DG,b76b2ee36a72bb2bb6652f49ddae8b18f84eee6d,48
ID_6TCD3E0JAW,e46b162895fddbb0cb784faeccffb627d9a68cd8,24
ID_OKN5K3VM1D,6a794c19d64bc19613da52a60444bc7245118863,34
ID_AQV286D9NB,0a18df0a929be98b75c3b44ce720c52534a5a049,69
ID_IJ4XUIIWBG,82f91d478623fddfb4c56b1e14fff4c34edc3bb8,7
ID_LTV8382Y6B,6d158af0363ea505220e0b0dd86c08c7b96265c3,70
ID_ZSRZXZJ60L,0478aeec7222e4c2ff942dc6e2aa441e3b6531ac,33
ID_MZOH3W31IC,271816a0a9f680d24255d0e22797e9ed9e7eb8e2,7
ID_1W4TAX2ITK,ddde444e95ee48506106c476bdf88fdc866d89e9,20
ID_NI4UAIZN79,0b50e621eebe95ba4103cd083d5ad3de71c8327a,9
ID_82O0VQQ812,f2e74b69b51d83a70283cb5da7acf98c6b8e77d5,2
ID_OG72SFS7P3,38dffbeca7c508d97d2688c5466c0d22132ef671,39
ID_50V6EED4MF,5fed8fd748a9142550eac4a3e820889c9ce635d5,4
ID_VIVL4NQARB,e7dc3c8c00e87223491cf6a5eb1e0f2f757012ff,27
ID_REYHX94LEK,bbc83a27cde434a34ffe663863937c7ef0151c58,13
ID_FSGZPYXNY2,f96754347dece313bded21780f1e9724131fdc6c,27
ID_AXVJNJ38XP,d63e77c56277ab78a7e49ae0b86a2de13ab440eb,59
ID_8KZKKYUZ2G,b2e4308bfceb28bd6d88f1385530418f7f70cdb7,3
ID_3VCQ67REIC,5d0cc3117ffce7a37edb776c39791f625a84389b,21
ID_51N2235QOV,e1b011bd2e080fdf799d36340439942632ab78ae,36
ID_SWECBTRVF8,f3eadd22029f034e2249aebc1b9ff8394878a504,9
ID_9BK8KRDUYN,5f020fbd47e8596f003399bc6f7e4939d66d6096,28
ID_7R7H8E3Q2Y,72a424aa948ddd8a66545f32617d57dbdc2b2916,10
ID_MQ3ZH0XTE5,7f8eef9715c1755990fe6f7ae1e20023a478cda4,10
ID_YFXZSNF1VX,287d16ef6c158f35d783489ea2ef6b43553018d3,11
ID_KV5SN8GDIG,3f132027283f36ac86a988b89147be452c04d542,66
ID_KV5SN8GDIG,3f132027283f36ac86a988b89147be452c04d542,66
ID_JKCVAKYCDE,81e53b5fead811573dbf9eda6100b59bb423f35e,77
ID_2201Q09G3K,cb8f83feccf66a8ba08cd7963f60535e0e163f2c,188
ID_D3S7UNYTYI,c1713697a6cfaabf0c0c71878118ae021ba1b972,43
ID_W4FLCWRC8P,360b32fe76cd70568d167b7e206fc10bf9492495,18
ID_F1Y6OEATD6,83dfe1c7e7e20b1277f1c4c8df18a1484b72d5b3,43
ID_37LCUCOQ3N,bde33388c5390b8c59547f2c32fbcd0c7897b4eb,34
ID_0KJFRRER6J,4605a6c345f8ffef87ae03efeb1dbdfdb26e3a75,102
ID_F5FGEGZXPE,728b9b99bb8d0bc473bf3e1ba1d99f02fe91128a,17
ID_10BU5IPMKA,367a23073b57ac986194b63f42c4d0b98ad26995,48
ID_E43RCFB7UJ,89d8a5c52cd86dacb817a0fa5df3eed2c10e0315,7
ID_PE55PEU3T0,ad6bc63d272f64d382f1667f380d4aaf91e7746f,52
ID_B354K09JAJ,c87ac8a7d3fe5ce3f57f77c4a1e27609fcdcb16f,10
ID_N50EYAN2EY,2daa6c426c003b0cf9be2284eaa810d807e0a48a,2
ID_LCMA2IRBBB,222c9b02a50a93fe5f5769c527bb2aa145e9d2a3,7
ID_IY2U87XE4S,b58685175e6bea7771de817feb2130c05859263f,5
ID_FUTPVLS5U5,d793462619b471f5582539d8ac2bc826d223e3d3,17
ID_HBZNTXBG0N,64956fc5b56dcfbe1c99ee0c00281dd075e4f802,189
ID_IJD9LCCDLX,aa97c4be15aff34200cd35f0d95b69aa58f36379,28
ID_2G5G5S7H3R,098248283650192354539532f9645d89bd157fb3,62
ID_2F2MLK9JKE,e1e68775aa99c42024a90331d6acf157e332102d,2
ID_2ALJFQ4W6K,5a02739064e111edcdc01dd77c4a8701dd7c5d12,31
